"homeTeam","awayTeam","homeScore","awayScore","date","gameID","playoff","season","winner","loser","MOV","previousHomeElo","previousAwayElo","newHomeElo","newAwayElo","homeWinPct","awayWinPct","drawPct","expectedWinner","correct"
"Legion","Hustle",26,18,2017-05-21,"2017-05-21-ATL-DAL",FALSE,"2017","Legion","Hustle",8,1663.15938341917,1428.183466926,1671.4239169008,1419.96380216954,0.872712590446497,0.126596357383481,0.000691052170021467,"Legion",TRUE
"Aviators","Growlers",23,24,2017-05-27,"2017-05-27-SD-LA",FALSE,"2017","Growlers","Aviators",1,1439.34074858621,1275.46685750439,1422.49289433154,1292.33359108903,0.819928408099601,0.179152798400884,0.000918793499514792,"Aviators",FALSE
"Mechanix","Thunderbirds",21,23,2017-05-27,"2017-05-27-PIT-DET",FALSE,"2017","Thunderbirds","Mechanix",2,1178.92129664938,1523.07881803319,1172.37380401304,1529.65917845224,0.196454751054792,0.802559065007785,0.000986183937423224,"Thunderbirds",TRUE
"Rush","Phoenix",31,18,2017-05-27,"2017-05-27-PHI-TOR",FALSE,"2017","Rush","Phoenix",13,1627.92668528692,1123.7262836939,1630.24095103034,1121.4259739621,0.969966246257633,0.0298526373700293,0.000181116372338058,"Rush",TRUE
"Hustle","Cannons",20,23,2017-05-27,"2017-05-27-JAX-ATL",FALSE,"2017","Cannons","Hustle",3,1419.96380216954,1431.09172945033,1394.09822789113,1457.01782633433,0.624447991390848,0.374090868829854,0.00146113977929829,"Hustle",FALSE
"Empire","Breeze",25,28,2017-05-27,"2017-05-27-DC-NY",FALSE,"2017","Breeze","Empire",3,1435.147966748,1545.20874350194,1414.97869513098,1565.4428210253,0.484746689026403,0.513695770913389,0.00155754006020759,"Breeze",TRUE
"Radicals","Union",21,20,2017-05-27,"2017-05-27-CHI-MAD",FALSE,"2017","Radicals","Union",1,1705.995871914,1309.060703398,1707.09999414474,1307.96307392474,0.945703590155106,0.0539771214439226,0.000319288400971833,"Radicals",TRUE
"Royal","Phoenix",23,21,2017-05-28,"2017-05-28-PHI-MTL",FALSE,"2017","Royal","Phoenix",2,1375.36847530415,1121.4259739621,1379.11957775282,1117.69550670659,0.884355584079765,0.115008244316463,0.000636171603771676,"Royal",TRUE
"Wind Chill","Union",23,20,2017-05-28,"2017-05-28-CHI-MIN",FALSE,"2017","Wind Chill","Union",3,1517.19040140918,1307.96307392474,1523.12413890814,1302.06091243638,0.8553183455176,0.143911740165251,0.000769914317148762,"Wind Chill",TRUE
"Outlaws","Royal",22,31,2017-06-02,"2017-06-02-MTL-OTT",FALSE,"2017","Royal","Outlaws",9,1425.07777704518,1379.11957775282,1377.18965124396,1427.09781414953,0.697850978820846,0.300835882145072,0.00131313903408192,"Outlaws",FALSE
"Riptide","Growlers",23,25,2017-06-03,"2017-06-03-SD-VAN",FALSE,"2017","Growlers","Riptide",2,1275.80646643913,1292.33359108903,1255.54369836089,1312.64469770863,0.617131561349351,0.381396219288265,0.0014722193623839,"Riptide",FALSE
"Union","Thunderbirds",22,21,2017-06-03,"2017-06-03-PIT-CHI",FALSE,"2017","Union","Thunderbirds",1,1302.06091243638,1529.65917845224,1316.20993817274,1515.53872670834,0.323522098586372,0.675111752618735,0.00136614879489283,"Thunderbirds",FALSE
"Rush","Outlaws",33,23,2017-06-03,"2017-06-03-OTT-TOR",FALSE,"2017","Rush","Outlaws",10,1630.24095103034,1377.18965124396,1638.46587253058,1369.0099491185,0.883829882285315,0.115531431972591,0.000638685742094455,"Rush",TRUE
"Spiders","Aviators",23,28,2017-06-03,"2017-06-03-LA-SJ",FALSE,"2017","Aviators","Spiders",5,1506.41502681293,1422.49289433154,1466.86895841766,1462.10252183786,0.741853246211165,0.256954434684296,0.00119231910453971,"Spiders",FALSE
"Flyers","Cannons",27,26,2017-06-03,"2017-06-03-JAX-RAL",FALSE,"2017","Flyers","Cannons",1,1588.7084375118,1457.01782633433,1593.01041271664,1452.73702920813,0.790939975832088,0.208030848168283,0.00102917599962915,"Flyers",TRUE
"Mechanix","AlleyCats",23,32,2017-06-03,"2017-06-03-IND-DET",FALSE,"2017","AlleyCats","Mechanix",9,1172.37380401304,1387.68704990907,1148.82005807991,1411.33794426752,0.339188169879768,0.65941283410965,0.00139899601058258,"AlleyCats",TRUE
"Phoenix","Breeze",22,21,2017-06-03,"2017-06-03-DC-PHI",FALSE,"2017","Phoenix","Breeze",1,1117.69550670659,1565.4428210253,1136.31620329279,1546.8359377996,0.118688141663978,0.880658076220485,0.000653782115537127,"Breeze",FALSE
"Radicals","Legion",17,23,2017-06-03,"2017-06-03-DAL-MAD",FALSE,"2017","Legion","Radicals",6,1707.09999414474,1671.4239169008,1667.34349418075,1711.25835807367,0.685226603302722,0.313430034231567,0.00134336246571137,"Radicals",FALSE
"Nightwatch","Sol",24,28,2017-06-03,"2017-06-03-AUS-NSH",FALSE,"2017","Sol","Nightwatch",4,1141.58446895841,1353.71663425315,1124.92372888816,1370.44566243379,0.343304569035847,0.655288313380732,0.00140711758342038,"Sol",TRUE
"Cascades","Growlers",19,22,2017-06-04,"2017-06-04-SD-SEA",FALSE,"2017","Growlers","Cascades",3,1596.06936205744,1312.64469770863,1559.25553452726,1349.48128251077,0.9006128007007,0.0988304658159686,0.000556733483331254,"Cascades",FALSE
"AlleyCats","Thunderbirds",26,28,2017-06-04,"2017-06-04-PIT-IND",FALSE,"2017","Thunderbirds","AlleyCats",2,1411.33794426752,1515.53872670834,1395.08057716436,1531.84747314827,0.493175588071388,0.505265793336903,0.00155861859170914,"Thunderbirds",TRUE
"Breeze","Empire",18,17,2017-06-04,"2017-06-04-NY-DC",FALSE,"2017","Breeze","Empire",1,1546.8359377996,1414.97869513098,1551.13461789067,1410.70118111867,0.791098540376797,0.207872859063195,0.00102860056000792,"Breeze",TRUE
"FlameThrowers","Aviators",30,24,2017-06-04,"2017-06-04-LA-SF",FALSE,"2017","FlameThrowers","Aviators",6,1541.21754557823,1462.10252183786,1556.4746673191,1446.91536472625,0.736518512798715,0.262273239349374,0.00120824785191109,"FlameThrowers",TRUE
"Hustle","Sol",27,24,2017-06-04,"2017-06-04-AUS-ATL",FALSE,"2017","Hustle","Sol",3,1394.09822789113,1370.44566243379,1407.74127567282,1356.85956016598,0.670110238072091,0.328512815785088,0.00137694614282147,"Hustle",TRUE
"Growlers","Cascades",21,20,2017-06-09,"2017-06-09-SEA-SD",FALSE,"2017","Growlers","Cascades",1,1349.48128251077,1559.25553452726,1363.14127350418,1545.62507401626,0.346371084019898,0.65221588597063,0.00141303000947268,"Cascades",FALSE
"Phoenix","Rush",28,35,2017-06-10,"2017-06-10-TOR-PHI",FALSE,"2017","Rush","Phoenix",7,1136.31620329279,1638.46587253058,1130.62024722818,1644.1942443595,0.0896368335820813,0.909853041965031,0.000510124452887228,"Rush",TRUE
"FlameThrowers","Spiders",27,19,2017-06-10,"2017-06-10-SJ-SF",FALSE,"2017","FlameThrowers","Spiders",8,1556.4746673191,1466.86895841766,1572.93923149772,1450.48107439381,0.748069098473244,0.250757587717062,0.00117331380969388,"FlameThrowers",TRUE
"Aviators","Cascades",25,20,2017-06-10,"2017-06-10-SEA-LA",FALSE,"2017","Aviators","Cascades",5,1446.91536472625,1545.62507401626,1473.73226791612,1518.89195709355,0.501077452070623,0.497363722975078,0.00155882495429893,"Aviators",TRUE
"Royal","Outlaws",16,13,2017-06-10,"2017-06-10-OTT-MTL",FALSE,"2017","Royal","Outlaws",3,1427.09781414953,1369.0099491185,1438.9747772682,1357.18567220711,0.712367274973516,0.286356786285168,0.00127593874131654,"Royal",TRUE
"Flyers","Nightwatch",32,20,2017-06-10,"2017-06-10-NSH-RAL",FALSE,"2017","Flyers","Nightwatch",12,1593.01041271664,1124.92372888816,1595.76475742942,1122.18588025834,0.963281045819549,0.0364990401982116,0.000219913982239327,"Flyers",TRUE
"Wind Chill","Radicals",22,23,2017-06-10,"2017-06-10-MAD-MIN",FALSE,"2017","Radicals","Wind Chill",1,1523.12413890814,1667.34349418075,1514.04080899872,1676.45878416875,0.435937846811169,0.562528287527098,0.00153386566173375,"Radicals",TRUE
"Cannons","Hustle",27,23,2017-06-10,"2017-06-10-ATL-JAX",FALSE,"2017","Cannons","Hustle",4,1452.73702920813,1407.74127567282,1467.28630767679,1393.25512283443,0.696681503545901,0.30200247440516,0.00131602204893877,"Cannons",TRUE
"Breeze","Rush",25,17,2017-06-11,"2017-06-11-TOR-DC",FALSE,"2017","Breeze","Rush",8,1551.13461789067,1644.1942443595,1583.47585311162,1611.95568982589,0.509207535521475,0.489234239900983,0.00155822457754168,"Breeze",TRUE
"Growlers","Spiders",24,28,2017-06-17,"2017-06-17-SJ-SD",FALSE,"2017","Spiders","Growlers",4,1363.14127350418,1450.48107439381,1338.17235368449,1475.52511713095,0.517432998006395,0.481010223539543,0.00155677845406194,"Growlers",FALSE
"Rush","FlameThrowers",33,27,2017-06-17,"2017-06-17-SF-TOR",FALSE,"2017","Rush","FlameThrowers",6,1611.95568982589,1572.93923149772,1629.97619015425,1554.9960993238,0.689359233502671,0.309307079731745,0.0013336867655831,"Rush",TRUE
"Riptide","Cascades",19,24,2017-06-17,"2017-06-17-SEA-VAN",FALSE,"2017","Cascades","Riptide",5,1255.54369836089,1518.89195709355,1240.36902152381,1534.13483384445,0.28020885469081,0.718531795937396,0.00125934937179339,"Cascades",TRUE
"Hustle","Flyers",21,24,2017-06-17,"2017-06-17-RAL-ATL",FALSE,"2017","Flyers","Hustle",3,1393.25512283443,1595.76475742942,1378.38442838948,1610.69522943819,0.355898536182765,0.64267081459365,0.00143064922358505,"Flyers",TRUE
"Union","Wind Chill",12,23,2017-06-17,"2017-06-17-MIN-CHI",FALSE,"2017","Wind Chill","Union",11,1316.20993817274,1514.04080899872,1289.09610729834,1541.26257975352,0.362096225054647,0.636462273616837,0.00144150132851628,"Wind Chill",TRUE
"Thunderbirds","Radicals",21,22,2017-06-17,"2017-06-17-MAD-PIT",FALSE,"2017","Radicals","Thunderbirds",1,1531.84747314827,1676.45878416875,1522.77553979562,1685.56266900314,0.435383117240557,0.563083457063063,0.00153342569638104,"Radicals",TRUE
"AlleyCats","Mechanix",23,21,2017-06-17,"2017-06-17-DET-IND",FALSE,"2017","AlleyCats","Mechanix",2,1395.08057716436,1148.82005807991,1398.9822269571,1144.93976062622,0.879755629094944,0.119586316309376,0.00065805459568026,"AlleyCats",TRUE
"Royal","Breeze",27,23,2017-06-17,"2017-06-17-DC-MTL",FALSE,"2017","Royal","Breeze",4,1438.9747772682,1583.47585311162,1466.28396007118,1556.24086498398,0.435539115279656,0.562927334910982,0.0015335498093616,"Breeze",FALSE
"Legion","Sol",27,25,2017-06-17,"2017-06-17-AUS-DAL",FALSE,"2017","Legion","Sol",2,1711.25835807367,1356.85956016598,1713.46486627127,1354.66583582887,0.931668872202794,0.0679352373099855,0.000395890487219996,"Legion",TRUE
"Empire","Phoenix",27,14,2017-06-18,"2017-06-18-PHI-NY",FALSE,"2017","Empire","Phoenix",13,1410.70118111867,1130.62024722818,1418.57132800431,1122.79410172979,0.898876584335032,0.100558042408642,0.000565373256326371,"Empire",TRUE
"Mechanix","Radicals",11,21,2017-06-18,"2017-06-18-MAD-DET",FALSE,"2017","Radicals","Mechanix",10,1144.93976062622,1685.56266900314,1139.57136370443,1690.96217465895,0.0731318702997038,0.926444345852995,0.000423783847301462,"Radicals",TRUE
"Outlaws","Breeze",13,28,2017-06-18,"2017-06-18-DC-OTT",FALSE,"2017","Breeze","Outlaws",15,1357.18567220711,1556.24086498398,1327.06701915707,1586.47972698838,0.360469902012061,0.638091397859819,0.00143870012811953,"Breeze",TRUE
"Spiders","FlameThrowers",29,26,2017-06-24,"2017-06-24-SF-SJ",FALSE,"2017","Spiders","FlameThrowers",3,1475.52511713095,1554.9960993238,1495.1063087925,1535.47945221774,0.528732517684904,0.469714065613801,0.00155341670129455,"Spiders",TRUE
"Breeze","Phoenix",25,17,2017-06-24,"2017-06-24-PHI-DC",FALSE,"2017","Breeze","Phoenix",8,1586.47972698838,1122.79410172979,1588.89792755777,1120.39037048744,0.962374353102753,0.0374005134666543,0.000225133430593036,"Breeze",TRUE
"Empire","Outlaws",23,22,2017-06-24,"2017-06-24-OTT-NY",FALSE,"2017","Empire","Outlaws",1,1418.57132800431,1327.06701915707,1423.72252910693,1321.93987423104,0.750123248405309,0.248709823893399,0.00116692770129123,"Empire",TRUE
"Riptide","Aviators",20,21,2017-06-24,"2017-06-24-LA-VAN",FALSE,"2017","Aviators","Riptide",1,1240.36902152381,1473.73226791612,1233.75158902248,1480.37794360825,0.316302128256581,0.682347894791224,0.00134997695219496,"Aviators",TRUE
"Flyers","Cannons",27,13,2017-06-24,"2017-06-24-JAX-RAL",FALSE,"2017","Flyers","Cannons",14,1610.69522943819,1467.28630767679,1626.61503827533,1451.44594817568,0.801875333741579,0.197135906069893,0.000988760188527948,"Flyers",TRUE
"Radicals","Mechanix",21,9,2017-06-24,"2017-06-24-DET-MAD",FALSE,"2017","Radicals","Mechanix",12,1690.96217465895,1139.57136370443,1692.68513530615,1137.85886755807,0.976945935653372,0.0229140441574709,0.000140020189157406,"Radicals",TRUE
"Legion","Hustle",21,19,2017-06-24,"2017-06-24-ATL-DAL",FALSE,"2017","Legion","Hustle",2,1713.46486627127,1378.38442838948,1715.91335773986,1375.95001030317,0.924240371217354,0.0753241793516161,0.0004354494310298,"Legion",TRUE
"Phoenix","Outlaws",22,14,2017-06-25,"2017-06-25-OTT-PHI",FALSE,"2017","Phoenix","Outlaws",8,1120.39037048744,1321.93987423104,1162.96035476562,1279.46478061196,0.357166513639113,0.64140057783978,0.00143290852110733,"Outlaws",FALSE
"Cascades","Aviators",26,29,2017-06-25,"2017-06-25-LA-SEA",FALSE,"2017","Aviators","Cascades",3,1534.13483384445,1480.37794360825,1504.92602212238,1509.64000770761,0.707231966954761,0.291478635041222,0.00128939800401634,"Cascades",FALSE
"Thunderbirds","AlleyCats",18,16,2017-06-25,"2017-06-25-IND-PIT",FALSE,"2017","Thunderbirds","AlleyCats",2,1522.77553979562,1398.9822269571,1529.84493168596,1391.9473032915,0.783323476630011,0.215620073929918,0.00105644944007119,"Thunderbirds",TRUE
"Union","Mechanix",23,16,2017-06-25,"2017-06-25-DET-CHI",FALSE,"2017","Union","Mechanix",7,1289.09610729834,1137.85886755807,1300.88063755318,1126.13366447529,0.80893735372556,0.190100774545593,0.000961871728847513,"Union",TRUE
"Sol","Hustle",26,25,2017-06-25,"2017-06-25-ATL-AUS",FALSE,"2017","Sol","Hustle",1,1354.66583582887,1375.95001030317,1362.7334647224,1367.91307831314,0.610640903173443,0.387877605947668,0.00148149087888938,"Sol",TRUE
"Cascades","Riptide",31,10,2017-06-30,"2017-06-30-VAN-SEA",FALSE,"2017","Cascades","Riptide",21,1504.92602212238,1233.75158902248,1514.58150210696,1224.14980801486,0.894120045343192,0.105291103014467,0.000588851642340682,"Cascades",TRUE
"Mechanix","Thunderbirds",14,22,2017-07-01,"2017-07-01-PIT-DET",FALSE,"2017","Thunderbirds","Mechanix",8,1126.13366447529,1529.84493168596,1116.2502373298,1539.78098857534,0.147868147920058,0.851344446796259,0.000787405283682929,"Thunderbirds",TRUE
"Royal","Empire",29,20,2017-07-01,"2017-07-01-NY-MTL",FALSE,"2017","Royal","Empire",9,1466.28396007118,1423.72252910693,1487.30535358594,1402.79195503632,0.693712173382515,0.304964560862187,0.00132326575529829,"Royal",TRUE
"Radicals","Wind Chill",21,13,2017-07-01,"2017-07-01-MIN-MAD",FALSE,"2017","Radicals","Wind Chill",8,1692.68513530615,1541.26257975352,1705.12631551594,1528.88404520332,0.809102175926296,0.189936587285864,0.000961236787839714,"Radicals",TRUE
"AlleyCats","Union",30,24,2017-07-01,"2017-07-01-CHI-IND",FALSE,"2017","AlleyCats","Union",6,1391.9473032915,1300.88063755318,1406.43618441885,1286.45937726786,0.74965074190532,0.249180856788531,0.0011684013061489,"AlleyCats",TRUE
"Nightwatch","Sol",21,27,2017-07-01,"2017-07-01-AUS-NSH",FALSE,"2017","Sol","Nightwatch",6,1122.18588025834,1362.7334647224,1104.12371314502,1380.87372612992,0.307427289445753,0.691243505867152,0.00132920468709441,"Sol",TRUE
"Outlaws","Empire",20,21,2017-07-02,"2017-07-02-NY-OTT",FALSE,"2017","Empire","Outlaws",1,1279.46478061196,1402.79195503632,1269.77045878548,1412.51858072914,0.465704011861999,0.532744147749369,0.00155184038863276,"Empire",TRUE
"Thunderbirds","Union",21,20,2017-07-02,"2017-07-02-CHI-PIT",FALSE,"2017","Thunderbirds","Union",1,1539.78098857534,1286.45937726786,1542.15522756088,1284.09819383446,0.883989552522316,0.115372524987418,0.000637922490265438,"Thunderbirds",TRUE
"Legion","Cannons",27,28,2017-07-07,"2017-07-07-JAX-DAL",FALSE,"2017","Cannons","Legion",1,1715.91335773986,1451.44594817568,1697.69956611787,1469.67215579763,0.89040897185338,0.108984053059285,0.000606975087335038,"Legion",FALSE
"Nightwatch","Flyers",14,24,2017-07-08,"2017-07-08-RAL-NSH",FALSE,"2017","Flyers","Nightwatch",10,1104.12371314502,1626.61503827533,1098.21723913533,1632.55546431471,0.0805295829750965,0.919007510934479,0.000462906090424764,"Flyers",TRUE
"Rush","Royal",28,20,2017-07-08,"2017-07-08-MTL-TOR",FALSE,"2017","Rush","Royal",8,1629.97619015425,1487.30535358594,1642.93750333121,1474.40867083956,0.801199461950851,0.197809236920965,0.000991301128183991,"Rush",TRUE
"Mechanix","Wind Chill",17,31,2017-07-08,"2017-07-08-MIN-DET",FALSE,"2017","Wind Chill","Mechanix",14,1116.2502373298,1528.88404520332,1104.58780331489,1540.6090479315,0.141512683223483,0.857728104206519,0.000759212569998335,"Wind Chill",TRUE
"Growlers","Aviators",19,26,2017-07-08,"2017-07-08-LA-SD",FALSE,"2017","Aviators","Growlers",7,1338.17235368449,1509.64000770761,1313.27359572511,1534.63231408663,0.397829146375831,0.600676149029248,0.00149470459492029,"Aviators",TRUE
"Sol","Cannons",27,31,2017-07-08,"2017-07-08-JAX-AUS",FALSE,"2017","Cannons","Sol",4,1380.87372612992,1469.67215579763,1356.00434402407,1494.61668745574,0.515336119629198,0.48310665315495,0.00155722721585222,"Sol",FALSE
"Nightwatch","Flyers",26,31,2017-07-09,"2017-07-09-RAL-NSH",FALSE,"2017","Flyers","Nightwatch",5,1098.21723913533,1632.55546431471,1094.07046145874,1636.72620675871,0.0756223027365505,0.923940666142577,0.000437031120872899,"Flyers",TRUE
"Thunderbirds","Wind Chill",26,22,2017-07-09,"2017-07-09-MIN-PIT",FALSE,"2017","Thunderbirds","Wind Chill",4,1542.15522756088,1540.6090479315,1559.39019318539,1523.44295012661,0.641396176633314,0.357170907052291,0.00143291631439474,"Thunderbirds",TRUE
"Spiders","Cascades",17,21,2017-07-14,"2017-07-14-SEA-SJ",FALSE,"2017","Cascades","Spiders",4,1495.1063087925,1514.58150210696,1465.61120509732,1544.14770900051,0.613113890886131,0.38540808892947,0.00147802018439974,"Spiders",FALSE
"Hustle","Nightwatch",27,22,2017-07-14,"2017-07-14-NSH-ATL",FALSE,"2017","Hustle","Nightwatch",5,1367.91307831314,1094.07046145874,1373.43293484715,1088.58135296689,0.895565323663438,0.103852929001077,0.000581747335484439,"Hustle",TRUE
"AlleyCats","Wind Chill",25,26,2017-07-14,"2017-07-14-MIN-IND",FALSE,"2017","Wind Chill","AlleyCats",1,1406.43618441885,1523.44295012661,1396.55603771565,1533.35545960367,0.474767326132349,0.523677556512132,0.00155511735551828,"Wind Chill",TRUE
"Union","Radicals",17,26,2017-07-14,"2017-07-14-MAD-CHI",FALSE,"2017","Radicals","Union",9,1284.09819383446,1705.12631551594,1274.58252348623,1714.69338217372,0.135743313494186,0.863523505856956,0.000733180648857745,"Radicals",TRUE
"FlameThrowers","Cascades",31,26,2017-07-15,"2017-07-15-SEA-SF",FALSE,"2017","FlameThrowers","Cascades",5,1535.47945221774,1544.14770900051,1555.40552892197,1524.29956749424,0.627762561195741,0.370781537629436,0.00145590117482264,"FlameThrowers",TRUE
"Aviators","Growlers",18,22,2017-07-15,"2017-07-15-SD-LA",FALSE,"2017","Growlers","Aviators",4,1534.63231408663,1313.27359572511,1493.52828406638,1354.41246804736,0.863747628497544,0.135520205928409,0.000732165574046734,"Aviators",FALSE
"Phoenix","Empire",30,23,2017-07-15,"2017-07-15-NY-PHI",FALSE,"2017","Phoenix","Empire",7,1162.96035476562,1412.51858072914,1207.14766266929,1368.41306821179,0.296495120861325,0.702202617106952,0.00130226203172235,"Empire",FALSE
"Cannons","Nightwatch",33,24,2017-07-15,"2017-07-15-NSH-JAX",FALSE,"2017","Cannons","Nightwatch",9,1494.61668745574,1088.58135296689,1498.1055709474,1085.11304242364,0.948331501748838,0.0513638238898799,0.000304674361281718,"Cannons",TRUE
"Thunderbirds","Mechanix",28,24,2017-07-15,"2017-07-15-DET-PIT",FALSE,"2017","Thunderbirds","Mechanix",4,1559.39019318539,1104.58780331489,1561.25148607638,1102.73762567736,0.960478303201745,0.0392856814569693,0.000236015341285471,"Thunderbirds",TRUE
"Sol","Legion",23,27,2017-07-15,"2017-07-15-DAL-AUS",FALSE,"2017","Legion","Sol",4,1356.00434402407,1697.69956611787,1346.30382081464,1707.44864815776,0.198701914637521,0.800303424314339,0.000994661048139389,"Legion",TRUE
"Outlaws","Rush",25,30,2017-07-16,"2017-07-16-TOR-OTT",FALSE,"2017","Rush","Outlaws",5,1269.77045878548,1642.93750333121,1260.44028303107,1652.31598240958,0.171420440263975,0.827692097669215,0.000887462066809785,"Rush",TRUE
"Growlers","Spiders",23,22,2017-07-21,"2017-07-21-SJ-SD",FALSE,"2017","Growlers","Spiders",1,1354.41246804736,1465.61120509732,1365.16635242445,1454.88971885862,0.483110725922575,0.515332046043116,0.00155722803430935,"Spiders",FALSE
"Aviators","Spiders",24,23,2017-07-22,"2017-07-22-SJ-LA",FALSE,"2017","Aviators","Spiders",1,1493.52828406638,1454.88971885862,1499.95705536068,1448.48852989344,0.688893210355357,0.309772001165029,0.00133478847961344,"Aviators",TRUE
"Cascades","FlameThrowers",24,30,2017-07-22,"2017-07-22-SF-SEA",FALSE,"2017","FlameThrowers","Cascades",6,1524.29956749424,1555.40552892197,1489.55028602934,1590.24205201707,0.597117335165186,0.401383540607009,0.00149912422780485,"Cascades",FALSE
"Wind Chill","Thunderbirds",19,13,2017-07-22,"2017-07-22-PIT-MIN",FALSE,"2017","Wind Chill","Thunderbirds",6,1533.35545960367,1561.25148607638,1556.53965255472,1538.15420002754,0.601554435028499,0.396951975359606,0.00149358961189477,"Wind Chill",TRUE
"Outlaws","Empire",25,29,2017-07-22,"2017-07-22-NY-OTT",FALSE,"2017","Empire","Outlaws",4,1260.44028303107,1368.41306821179,1236.88168048477,1392.04692440721,0.487749268293572,0.510692705833637,0.00155802587279086,"Empire",TRUE
"Union","AlleyCats",19,26,2017-07-22,"2017-07-22-IND-CHI",FALSE,"2017","AlleyCats","Union",7,1274.58252348623,1396.55603771565,1245.38024119986,1425.85527480307,0.467643428550965,0.530803943639716,0.00155262780931953,"AlleyCats",TRUE
"Phoenix","Breeze",20,23,2017-07-22,"2017-07-22-DC-PHI",FALSE,"2017","Breeze","Phoenix",3,1207.14766266929,1588.89792755777,1200.21686865716,1595.864903588,0.164516106194056,0.834625042032104,0.00085885177383993,"Breeze",TRUE
"Riptide","FlameThrowers",18,26,2017-07-23,"2017-07-23-SF-VAN",FALSE,"2017","FlameThrowers","Riptide",8,1224.14980801486,1590.24205201707,1212.32084577201,1602.13181857559,0.177282587292166,0.821806128507201,0.000911284200633578,"FlameThrowers",TRUE
"Royal","Outlaws",31,22,2017-07-23,"2017-07-23-OTT-MTL",FALSE,"2017","Royal","Outlaws",9,1474.40867083956,1236.88168048477,1482.95813534154,1228.37871743684,0.87433498730237,0.124981507220484,0.000683505477145491,"Royal",TRUE
"Rush","Empire",20,14,2017-07-23,"2017-07-23-NY-TOR",FALSE,"2017","Rush","Empire",6,1652.31598240958,1392.04692440721,1658.74726903622,1385.65116305594,0.88802832580978,0.111353162718001,0.000618511472218822,"Rush",TRUE
"Radicals","AlleyCats",22,21,2017-07-23,"2017-07-23-IND-MAD",FALSE,"2017","Radicals","AlleyCats",1,1714.69338217372,1425.85527480307,1716.66789988876,1423.89185130951,0.903367504784362,0.0960895462739036,0.000542948941734483,"Radicals",TRUE
"Legion","Cannons",22,12,2017-07-29,"2017-07-29-JAX-DAL",TRUE,"2017","Legion","Cannons",10,1707.44864815776,1498.1055709474,1719.757982223,1485.86174650816,0.85540078098381,0.143829669606914,0.000769549409276343,"Legion",TRUE
"Wind Chill","Thunderbirds",25,26,2017-08-04,"2017-08-04-PIT-MIN",TRUE,"2017","Thunderbirds","Wind Chill",1,1556.53965255472,1538.15420002754,1540.0748973793,1554.65347941602,0.663373405595266,0.335235596205868,0.00139099819886596,"Wind Chill",FALSE
"Breeze","Royal",28,16,2017-08-11,"2017-08-11-MTL-DC",TRUE,"2017","Breeze","Royal",12,1595.864903588,1482.95813534154,1616.67064519678,1462.25244111295,0.772498314804787,0.226407710848039,0.00109397434717384,"Breeze",TRUE
"Aviators","Spiders",33,24,2017-08-12,"2017-08-12-SJ-LA",TRUE,"2017","Aviators","Spiders",9,1499.95705536068,1448.48852989344,1524.28470754269,1424.26760813109,0.704497029697545,0.294206537921853,0.00129643238060217,"Aviators",TRUE
"Radicals","Thunderbirds",27,22,2017-08-12,"2017-08-12-PIT-MAD",TRUE,"2017","Radicals","Thunderbirds",5,1716.66789988876,1554.65347941602,1728.24749926717,1543.13284985105,0.818342595776166,0.180732302855038,0.000925101368795977,"Radicals",TRUE
"Flyers","Legion",24,27,2017-08-12,"2017-08-12-DAL-RAL",TRUE,"2017","Legion","Flyers",3,1636.72620675871,1719.757982223,1610.61414366307,1745.94759696076,0.523622215397591,0.474822650390901,0.00155513421150766,"Flyers",FALSE
"FlameThrowers","Aviators",33,22,2017-08-13,"2017-08-13-LA-SF",TRUE,"2017","FlameThrowers","Aviators",11,1602.13181857559,1524.28470754269,1625.63887968578,1500.88523612648,0.735099692954046,0.263687882284067,0.0012124247618871,"FlameThrowers",TRUE
"Rush","Breeze",29,26,2017-08-13,"2017-08-13-DC-TOR",TRUE,"2017","Rush","Breeze",3,1658.74726903622,1616.67064519678,1673.96438874684,1601.51921254453,0.693118881635797,0.305556418400186,0.00132469996401696,"Rush",TRUE
"Legion","Rush",21,24,2017-08-26,"2017-08-26-TOR-DAL",TRUE,"2017","Rush","Legion",3,1745.94759696076,1673.96438874684,1709.87391016588,1710.09906362011,0.728474632384871,0.27029376996233,0.0012315976527994,"Legion",FALSE
"Radicals","FlameThrowers",19,23,2017-08-26,"2017-08-26-SF-MAD",TRUE,"2017","FlameThrowers","Radicals",4,1728.24749926717,1625.63887968578,1684.50533395819,1669.4458772602,0.76191210199246,0.236958633205518,0.00112926480202197,"Radicals",FALSE
"Rush","FlameThrowers",29,30,2017-08-27,"2017-08-27-SF-TOR",TRUE,"2017","FlameThrowers","Rush",1,1710.09906362011,1669.4458772602,1692.95661826507,1686.62127225828,0.691373230986217,0.307297874524342,0.00132889448944157,"Rush",FALSE
"Flyers","Cannons",27,22,2018-03-31,"2018-03-31-TB-RAL",FALSE,"2018","Flyers","Cannons",5,1568.49131493046,1468.68939720653,1581.33080288096,1455.91057355964,0.75896885738404,0.239892313211498,0.00113882940446158,"Flyers",TRUE
"Mechanix","AlleyCats",12,24,2018-03-31,"2018-03-31-IND-DET",FALSE,"2018","AlleyCats","Mechanix",12,1162.19010054189,1419.11348104761,1139.89076249435,1441.51198787156,0.287728611612749,0.710991812540966,0.00127957584628535,"AlleyCats",TRUE
