"homeTeam","awayTeam","homeScore","awayScore","date","gameID","playoff","season","winner","loser","MOV","previousHomeElo","previousAwayElo","newHomeElo","newAwayElo","homeWinPct","awayWinPct","drawPct","expectedWinner","correct"
"Aviators","FlameThrowers",23,22,2015-05-24,"2015-05-24-SF-LA",FALSE,"2015","Aviators","FlameThrowers",1,1340.77293983844,1466.52299692205,1351.96854588902,1455.35966654342,0.462235323792264,0.536214361182326,0.00155031502540981,"FlameThrowers",FALSE
"Outlaws","Empire",17,22,2015-05-24,"2015-05-24-NY-OTT",FALSE,"2015","Empire","Outlaws",5,1403.20985258138,1537.64510581776,1378.99213645173,1561.94592660717,0.449833623251048,0.548622743566998,0.00154363318195394,"Empire",TRUE
"Dragons","Breeze",25,26,2015-05-24,"2015-05-24-DC-ROC",FALSE,"2015","Breeze","Dragons",1,1171.01286118884,1392.63181645041,1164.08955058186,1399.58403350333,0.331100320828123,0.667517257658674,0.00138242151320322,"Breeze",TRUE
"Hustle","Express",26,18,2015-05-29,"2015-05-29-CHA-ATL",FALSE,"2015","Hustle","Express",8,1452.98667314921,1303.49594761817,1465.5412693732,1291.00443415627,0.807378641873795,0.191653498460148,0.000967859666057586,"Hustle",TRUE
"Empire","Dragons",27,16,2015-05-30,"2015-05-30-ROC-NY",FALSE,"2015","Empire","Dragons",11,1561.94592660717,1164.08955058186,1565.88419855565,1160.17444413606,0.945975242245331,0.0537069760761038,0.000317781678565478,"Empire",TRUE
"Cannons","Flyers",27,29,2015-05-30,"2015-05-30-RAL-JAX",FALSE,"2015","Flyers","Cannons",2,1435.42890252571,1509.35811477832,1417.76195616719,1527.07608949878,0.536673477531438,0.461776420493048,0.00155010197551386,"Cannons",FALSE
"Outlaws","Phoenix",28,18,2015-05-30,"2015-05-30-PHI-OTT",FALSE,"2015","Outlaws","Phoenix",10,1378.99213645173,1182.36341552497,1389.91519295597,1171.4978629131,0.846110412582476,0.153079443272519,0.000810144145004771,"Outlaws",TRUE
"Wind Chill","Radicals",18,23,2015-05-30,"2015-05-30-MAD-MIN",FALSE,"2015","Radicals","Wind Chill",5,1364.28153401574,1659.68360169326,1351.01897646474,1673.00873307967,0.244541020627595,0.75430521475976,0.00115376461264483,"Radicals",TRUE
"Spiders","Aviators",27,19,2015-05-30,"2015-05-30-LA-SJ",FALSE,"2015","Spiders","Aviators",8,1667.9338290566,1351.96854588902,1673.35728775593,1346.57598926926,0.916166924530003,0.0833554067880461,0.000477668681951079,"Spiders",TRUE
"Thunderbirds","Mechanix",44,20,2015-05-30,"2015-05-30-DET-PIT",FALSE,"2015","Thunderbirds","Mechanix",24,1509.31735507164,1068.91403985083,1513.35045476406,1064.90494349689,0.957208995528632,0.0425363301408096,0.00025467433055841,"Thunderbirds",TRUE
"Royal","Phoenix",25,16,2015-05-31,"2015-05-31-PHI-MTL",FALSE,"2015","Royal","Phoenix",9,1432.7374701805,1171.4978629131,1440.30957399761,1163.96761200621,0.888582653614938,0.110801514866016,0.000615831519046178,"Royal",TRUE
"FlameThrowers","Aviators",24,17,2015-05-31,"2015-05-31-LA-SF",FALSE,"2015","FlameThrowers","Aviators",7,1455.35966654342,1346.57598926926,1469.67797147011,1332.3261635714,0.768300162262884,0.230591701942492,0.00110813579462385,"FlameThrowers",TRUE
"Hustle","Flyers",24,20,2015-06-05,"2015-06-05-RAL-ATL",FALSE,"2015","Hustle","Flyers",4,1465.5412693732,1527.07608949878,1487.02057810163,1505.67100194566,0.554360700373281,0.444099404977375,0.00153989464934345,"Hustle",TRUE
"Union","Revolution",28,10,2015-06-05,"2015-06-05-CIN-CHI",FALSE,"2015","Union","Revolution",18,1506.13026608,1223.99220529539,1514.81729239219,1215.35380504235,0.899947898891863,0.099492054526925,0.000560046581212018,"Union",TRUE
"Empire","Rush",16,18,2015-06-06,"2015-06-06-TOR-NY",FALSE,"2015","Rush","Empire",2,1565.88419855565,1655.2593459251,1548.93507615776,1672.25977256487,0.514506895500887,0.483935714942371,0.00155738955674256,"Empire",FALSE
"Spiders","FlameThrowers",17,18,2015-06-06,"2015-06-06-SF-SJ",FALSE,"2015","FlameThrowers","Spiders",1,1673.35728775593,1469.67797147011,1655.89559602799,1487.15581598255,0.851321168368716,0.147891324464846,0.0007875071664383,"Spiders",FALSE
"Aviators","Growlers",19,20,2015-06-06,"2015-06-06-SD-LA",FALSE,"2015","Growlers","Aviators",1,1332.3261635714,1382.85683128291,1320.50095881261,1394.71373169019,0.569950861698366,0.428521472393283,0.00152766590835118,"Aviators",FALSE
"Royal","Dragons",21,19,2015-06-06,"2015-06-06-ROC-MTL",FALSE,"2015","Royal","Dragons",2,1440.30957399761,1160.17444413606,1443.58490822372,1156.91742262666,0.898904938734482,0.100529828806866,0.000565232458651907,"Royal",TRUE
"Nightwatch","Flyers",21,27,2015-06-06,"2015-06-06-RAL-NSH",FALSE,"2015","Flyers","Nightwatch",6,1299.89654490915,1505.67100194566,1279.27179977356,1526.37921018129,0.35160209936468,0.646975056328563,0.00142284430675688,"Flyers",TRUE
"Thunderbirds","Radicals",26,22,2015-06-06,"2015-06-06-MAD-PIT",FALSE,"2015","Thunderbirds","Radicals",4,1513.35045476406,1673.00873307967,1541.71055417448,1644.72192213857,0.414222112823668,0.584264113755149,0.00151377342118286,"Radicals",FALSE
"AlleyCats","Mechanix",29,21,2015-06-06,"2015-06-06-DET-IND",FALSE,"2015","AlleyCats","Mechanix",8,1445.40466518961,1064.90494349689,1449.23413391007,1061.09787387869,0.940635597129006,0.0590171721118981,0.000347230759096102,"AlleyCats",TRUE
"Phoenix","Breeze",20,26,2015-06-06,"2015-06-06-DC-PHI",FALSE,"2015","Breeze","Phoenix",6,1163.96761200621,1399.58403350333,1145.55257991082,1418.07798397281,0.313503937086712,0.685152528953999,0.00134353395928832,"Breeze",TRUE
"Wind Chill","Revolution",25,17,2015-06-06,"2015-06-06-CIN-MIN",FALSE,"2015","Wind Chill","Revolution",8,1351.01897646474,1215.35380504235,1364.40838662395,1202.03062088437,0.794697996533607,0.204286549419119,0.00101545404727382,"Wind Chill",TRUE
"Cannons","Express",26,12,2015-06-06,"2015-06-06-CHA-JAX",FALSE,"2015","Cannons","Express",14,1417.76195616719,1291.00443415627,1434.95373678259,1273.89678238426,0.786205599839739,0.212748186506684,0.0010462136535774,"Cannons",TRUE
"Outlaws","Dragons",27,18,2015-06-07,"2015-06-07-ROC-OTT",FALSE,"2015","Outlaws","Dragons",9,1389.91519295597,1156.91742262666,1398.66323367484,1148.21680687021,0.871442270331876,0.127860791268596,0.000696938399528058,"Outlaws",TRUE
"Mechanix","Radicals",13,27,2015-06-07,"2015-06-07-MAD-DET",FALSE,"2015","Radicals","Mechanix",14,1061.09787387869,1644.72192213857,1056.27777226212,1649.57041312617,0.0580262722902904,0.941631965335173,0.000341762374536425,"Radicals",TRUE
"Union","Thunderbirds",19,16,2015-06-12,"2015-06-12-PIT-CHI",FALSE,"2015","Union","Thunderbirds",3,1514.81729239219,1541.71055417448,1531.27597796593,1525.31370594478,0.602937182719726,0.395571002522189,0.0014918147580848,"Union",TRUE
"Wind Chill","Radicals",19,31,2015-06-12,"2015-06-12-MAD-MIN",FALSE,"2015","Radicals","Wind Chill",12,1364.40838662395,1649.57041312617,1344.57387543085,1669.49712963471,0.255594064006307,0.743217747836942,0.00118818815675092,"Radicals",TRUE
"Riptide","Spiders",23,26,2015-06-13,"2015-06-13-SJ-VAN",FALSE,"2015","Spiders","Riptide",3,1412.17599796859,1655.89559602799,1399.46855847249,1668.65828657364,0.30355326751597,0.695126904313333,0.00131982817069698,"Spiders",TRUE
"Mechanix","Thunderbirds",21,34,2015-06-13,"2015-06-13-PIT-DET",FALSE,"2015","Thunderbirds","Mechanix",13,1056.27777226212,1525.31370594478,1047.70564152873,1533.93371443728,0.106456430819545,0.892948980097691,0.000594589082763886,"Thunderbirds",TRUE
"Rush","Phoenix",37,17,2015-06-13,"2015-06-13-PHI-TOR",FALSE,"2015","Rush","Phoenix",20,1672.25977256487,1145.55257991082,1674.61142053345,1143.21516501688,0.973519233464066,0.0263204947895561,0.000160271746378001,"Rush",TRUE
"Royal","Outlaws",22,33,2015-06-13,"2015-06-13-OTT-MTL",FALSE,"2015","Outlaws","Royal",11,1443.58490822372,1398.66323367484,1391.99580678337,1450.349815247,0.696591383724216,0.302092372766775,0.00131624350900872,"Royal",FALSE
"Express","Cannons",17,18,2015-06-13,"2015-06-13-JAX-CHA",FALSE,"2015","Cannons","Express",1,1273.89678238426,1434.95373678259,1265.30001297931,1443.58202814333,0.412269856136805,0.58621846528163,0.00151167858156498,"Cannons",TRUE
"Cascades","Spiders",25,23,2015-06-14,"2015-06-14-SJ-SEA",FALSE,"2015","Cascades","Spiders",2,1417.25173606482,1668.65828657364,1440.67227833256,1645.28077499808,0.29428062351694,0.704422754359128,0.001296622123932,"Spiders",FALSE
"Dragons","Phoenix",19,18,2015-06-14,"2015-06-14-PHI-ROC",FALSE,"2015","Dragons","Phoenix",1,1148.21680687021,1143.21516501688,1155.54392571663,1135.91753142866,0.645958321711686,0.352616969543184,0.00142470874512984,"Dragons",TRUE
"Flyers","Cannons",26,28,2015-06-14,"2015-06-14-JAX-RAL",FALSE,"2015","Cannons","Flyers",2,1526.37921018129,1443.58202814333,1502.17101960603,1467.82931404235,0.740611156530695,0.258192784108378,0.00119605936092682,"Flyers",FALSE
"Nightwatch","Hustle",21,25,2015-06-14,"2015-06-14-ATL-NSH",FALSE,"2015","Hustle","Nightwatch",4,1279.27179977356,1487.02057810163,1262.33729706715,1504.02388492596,0.349015494599074,0.649566471245415,0.00141803415551089,"Hustle",TRUE
"Union","Radicals",22,23,2015-06-19,"2015-06-19-MAD-CHI",FALSE,"2015","Radicals","Union",1,1531.27597796593,1669.49712963471,1522.01789418317,1678.78729530767,0.444446227335942,0.55401364023505,0.00154013242900797,"Radicals",TRUE
"Growlers","Riptide",32,28,2015-06-20,"2015-06-20-VAN-SD",FALSE,"2015","Growlers","Riptide",4,1394.71373169019,1399.46855847249,1412.35671105039,1381.89515931355,0.633011387939818,0.365541286131527,0.00144732592865493,"Growlers",TRUE
"Spiders","Cascades",35,28,2015-06-20,"2015-06-20-SEA-SJ",FALSE,"2015","Spiders","Cascades",7,1645.28077499808,1440.67227833256,1654.38759648545,1431.61373103136,0.851996911952396,0.147218541141038,0.000784546906566153,"Spiders",TRUE
"Express","Flyers",21,24,2015-06-20,"2015-06-20-RAL-CHA",FALSE,"2015","Flyers","Express",3,1265.30001297931,1502.17101960603,1252.24508532022,1515.2820217361,0.311951727170429,0.68670835517342,0.0013399176561516,"Flyers",TRUE
"Revolution","Thunderbirds",19,25,2015-06-20,"2015-06-20-PIT-CIN",FALSE,"2015","Thunderbirds","Revolution",6,1202.03062088437,1533.93371443728,1189.76884866829,1546.25616394037,0.207829401776254,0.791142156001973,0.00102844222177323,"Thunderbirds",TRUE
"Breeze","Empire",7,8,2015-06-20,"2015-06-20-NY-DC",FALSE,"2015","Empire","Breeze",1,1418.07798397281,1548.93507615776,1408.60456289596,1558.44070335803,0.454936265975887,0.543517119193987,0.00154661483012564,"Empire",TRUE
"Rush","Royal",24,18,2015-06-20,"2015-06-20-MTL-TOR",FALSE,"2015","Rush","Royal",6,1674.61142053345,1391.99580678337,1680.33816119044,1386.30113059802,0.900195152889826,0.0992460319164419,0.000558815193732465,"Rush",TRUE
"Radicals","Union",24,16,2015-06-20,"2015-06-20-CHI-MAD",FALSE,"2015","Radicals","Union",8,1678.78729530767,1522.01789418317,1690.91867798816,1509.94795093044,0.81381098901583,0.185246056121539,0.000942954862630768,"Radicals",TRUE
"Cannons","Hustle",29,27,2015-06-20,"2015-06-20-ATL-JAX",FALSE,"2015","Cannons","Hustle",2,1467.82931404235,1504.02388492596,1481.30149432126,1490.60124349062,0.590050919518451,0.408441647909511,0.0015074325720385,"Cannons",TRUE
"Aviators","Riptide",27,20,2015-06-21,"2015-06-21-VAN-LA",FALSE,"2015","Aviators","Riptide",7,1320.50095881261,1381.89515931355,1348.2402332567,1354.25177164441,0.554560667412217,0.443899575622279,0.00153975696550379,"Aviators",TRUE
"FlameThrowers","Cascades",25,21,2015-06-21,"2015-06-21-SEA-SF",FALSE,"2015","FlameThrowers","Cascades",4,1487.15581598255,1431.61373103136,1501.09053863365,1417.74056259626,0.709355207131275,0.289360919999285,0.00128387286943943,"FlameThrowers",TRUE
"Dragons","Royal",21,24,2015-06-21,"2015-06-21-MTL-ROC",FALSE,"2015","Royal","Dragons",3,1155.54392571663,1386.30113059802,1142.17453747113,1399.72730671978,0.319555200172131,0.679087455659894,0.00135734416797495,"Royal",TRUE
"Empire","Breeze",21,13,2015-06-21,"2015-06-21-DC-NY",FALSE,"2015","Empire","Breeze",8,1558.44070335803,1408.60456289596,1570.97496258779,1396.13330822729,0.80768768067204,0.191345644469079,0.000966674858880384,"Empire",TRUE
"Dragons","Royal",17,23,2015-06-22,"2015-06-22-MTL-ROC",FALSE,"2015","Royal","Dragons",6,1142.17453747113,1399.72730671978,1125.30018366352,1416.67678203499,0.286986671471566,0.711735716854018,0.00127761167441587,"Royal",TRUE
"Riptide","FlameThrowers",19,22,2015-06-27,"2015-06-27-SF-VAN",FALSE,"2015","FlameThrowers","Riptide",3,1354.25177164441,1501.09053863365,1336.23732234851,1519.16879023837,0.432233740285579,0.566235404669851,0.00153085504456973,"FlameThrowers",TRUE
"Rush","Dragons",27,10,2015-06-27,"2015-06-27-ROC-TOR",FALSE,"2015","Rush","Dragons",17,1680.33816119044,1125.30018366352,1682.23998593739,1123.40991526035,0.977414087142478,0.0224486706778607,0.000137242179661066,"Rush",TRUE
"Royal","Outlaws",25,29,2015-06-27,"2015-06-27-OTT-MTL",FALSE,"2015","Outlaws","Royal",4,1416.67678203499,1450.349815247,1388.104113458,1478.9948539071,0.593557353407327,0.404939259014978,0.00150338757769541,"Royal",FALSE
"Flyers","Nightwatch",20,15,2015-06-27,"2015-06-27-NSH-RAL",FALSE,"2015","Flyers","Nightwatch",5,1515.2820217361,1262.33729706715,1521.43122439677,1256.22189939616,0.883766877013019,0.115594136155453,0.000638986831527882,"Flyers",TRUE
"Revolution","Wind Chill",17,21,2015-06-27,"2015-06-27-MIN-CIN",FALSE,"2015","Wind Chill","Revolution",4,1189.76884866829,1344.57387543085,1169.3900711135,1365.02626018886,0.42101678395794,0.577462522865508,0.00152069317655223,"Wind Chill",TRUE
"Mechanix","Union",11,21,2015-06-27,"2015-06-27-CHI-DET",FALSE,"2015","Union","Mechanix",10,1047.70564152873,1509.94795093044,1039.6429902321,1518.05544295693,0.110234105742392,0.889152823249518,0.000613071008089827,"Union",TRUE
"Express","Hustle",13,26,2015-06-27,"2015-06-27-ATL-CHA",FALSE,"2015","Hustle","Express",13,1252.24508532022,1490.60124349062,1227.53698834055,1515.4157522767,0.310119697549946,0.688544691810049,0.00133561064000487,"Hustle",TRUE
"Cascades","FlameThrowers",27,17,2015-06-28,"2015-06-28-SF-SEA",FALSE,"2015","Cascades","FlameThrowers",10,1417.74056259626,1519.16879023837,1453.91526517292,1483.10623156335,0.497165221717198,0.50127595817087,0.00155882011193265,"FlameThrowers",FALSE
"Empire","Phoenix",24,13,2015-06-28,"2015-06-28-PHI-NY",FALSE,"2015","Empire","Phoenix",11,1570.97496258779,1135.91753142866,1574.18220764216,1132.72934922718,0.955930634315083,0.0438074312768527,0.000261934408064629,"Empire",TRUE
"AlleyCats","Wind Chill",21,25,2015-06-28,"2015-06-28-MIN-IND",FALSE,"2015","Wind Chill","AlleyCats",4,1449.23413391007,1365.02626018886,1413.69747991054,1400.61995952224,0.742168122863556,0.256640509250836,0.00119136788560775,"AlleyCats",FALSE
"Thunderbirds","Union",27,26,2015-06-28,"2015-06-28-CHI-PIT",FALSE,"2015","Thunderbirds","Union",1,1546.25616394037,1518.05544295693,1552.95716847826,1511.38264760875,0.675871949107836,0.322763570443671,0.00136448044849341,"Thunderbirds",TRUE
"Dragons","Empire",19,25,2015-07-03,"2015-07-03-NY-ROC",FALSE,"2015","Empire","Dragons",6,1123.40991526035,1574.18220764216,1116.4762972621,1581.154097648,0.116878761392476,0.882476094204529,0.000645144402995013,"Empire",TRUE
"Hustle","Cannons",21,24,2015-07-04,"2015-07-04-JAX-ATL",FALSE,"2015","Cannons","Hustle",3,1515.4157522767,1481.30149432126,1487.17094455683,1509.60201735493,0.683284199075528,0.315367964042799,0.00134783688167239,"Hustle",FALSE
"Outlaws","Breeze",25,26,2015-07-04,"2015-07-04-DC-OTT",FALSE,"2015","Breeze","Outlaws",1,1478.9948539071,1396.13330822729,1463.71976276346,1411.43306129325,0.740682326885333,0.258121827548981,0.00119584556568558,"Outlaws",FALSE
"Royal","Breeze",25,21,2015-07-05,"2015-07-05-DC-MTL",FALSE,"2015","Royal","Breeze",4,1388.104113458,1411.43306129325,1406.97313145273,1392.63551070154,0.607838710260842,0.390675958125921,0.0014853316132365,"Royal",TRUE
"Breeze","Phoenix",27,12,2015-07-10,"2015-07-10-PHI-DC",FALSE,"2015","Breeze","Phoenix",15,1392.63551070154,1132.72934922718,1401.81615465585,1123.59940569957,0.887820439676586,0.111560044785778,0.000619515537636478,"Breeze",TRUE
"Thunderbirds","Mechanix",42,16,2015-07-10,"2015-07-10-DET-PIT",FALSE,"2015","Thunderbirds","Mechanix",26,1552.95716847826,1039.6429902321,1555.7027716893,1036.91396948331,0.971457477774399,0.02837013559114,0.000172386634460724,"Thunderbirds",TRUE
"Breeze","Dragons",27,19,2015-07-11,"2015-07-11-ROC-DC",FALSE,"2015","Breeze","Dragons",8,1401.81615465585,1116.4762972621,1408.19101492744,1110.13718553911,0.9015952689816,0.0978529030316867,0.000551827986712813,"Breeze",TRUE
"Revolution","Thunderbirds",27,33,2015-07-11,"2015-07-11-PIT-CIN",FALSE,"2015","Thunderbirds","Revolution",6,1169.3900711135,1555.7027716893,1159.87106752043,1565.27168292015,0.160937907830582,0.838218303139375,0.00084378903004334,"Thunderbirds",TRUE
"Cannons","Nightwatch",29,27,2015-07-11,"2015-07-11-NSH-JAX",FALSE,"2015","Cannons","Nightwatch",2,1509.60201735493,1256.22189939616,1513.363967069,1252.48063683241,0.884024086691127,0.11533815593953,0.000637757369342531,"Cannons",TRUE
"Growlers","Aviators",23,22,2015-07-11,"2015-07-11-LA-SD",FALSE,"2015","Growlers","Aviators",1,1412.35671105039,1348.2402332567,1418.14789662725,1342.47499076782,0.719425298708865,0.279317795591698,0.00125690569943715,"Growlers",TRUE
"Wind Chill","AlleyCats",22,21,2015-07-11,"2015-07-11-IND-MIN",FALSE,"2015","Wind Chill","AlleyCats",1,1400.61995952224,1413.69747991054,1408.45319906752,1405.89458859485,0.621812458399971,0.376722333971491,0.0014652076285383,"Wind Chill",TRUE
"Flyers","Express",26,23,2015-07-11,"2015-07-11-CHA-RAL",FALSE,"2015","Flyers","Express",3,1521.43122439677,1227.53698834055,1525.27677184917,1223.71310758575,0.905878594190435,0.0935911041912453,0.000530301618319282,"Flyers",TRUE
"Phoenix","Dragons",26,16,2015-07-12,"2015-07-12-ROC-PHI",FALSE,"2015","Phoenix","Dragons",10,1123.59940569957,1110.13718553911,1148.146020875,1085.69103302161,0.657015723727002,0.341580534381189,0.00140374189180908,"Phoenix",TRUE
"Hustle","Nightwatch",28,18,2015-07-12,"2015-07-12-NSH-ATL",FALSE,"2015","Hustle","Nightwatch",10,1487.17094455683,1252.48063683241,1496.20333559134,1243.4972730622,0.872529843540572,0.126778256271983,0.000691900187445138,"Hustle",TRUE
"Radicals","AlleyCats",25,24,2015-07-12,"2015-07-12-IND-MAD",FALSE,"2015","Radicals","AlleyCats",1,1690.91867798816,1405.89458859485,1692.93304909143,1403.89151154704,0.901433882021778,0.0980134833609996,0.000552634617222422,"Radicals",TRUE
"Rush","Dragons",39,17,2015-07-16,"2015-07-16-ROC-TOR",FALSE,"2015","Rush","Dragons",22,1682.23998593739,1085.69103302161,1683.86943294072,1084.07153474236,0.982128947632964,0.0177619391717026,0.000109113195333504,"Rush",TRUE
"Wind Chill","Mechanix",45,11,2015-07-17,"2015-07-17-DET-MIN",FALSE,"2015","Wind Chill","Mechanix",34,1408.45319906752,1036.91396948331,1414.95985709246,1030.44525129314,0.937688996743396,0.0619476724715766,0.000363330785027191,"Wind Chill",TRUE
"Radicals","Revolution",39,19,2015-07-17,"2015-07-17-CIN-MAD",FALSE,"2015","Radicals","Revolution",20,1692.93304909143,1159.87106752043,1695.20174702756,1157.61611360764,0.974446118643583,0.0253990731132165,0.000154808243200858,"Radicals",TRUE
"Cascades","Riptide",30,17,2015-07-18,"2015-07-18-VAN-SEA",FALSE,"2015","Cascades","Riptide",13,1453.91526517292,1336.23732234851,1471.37492415451,1318.86213877695,0.77728900214331,0.221633450873494,0.00107754698319604,"Cascades",TRUE
"Outlaws","Rush",26,30,2015-07-18,"2015-07-18-TOR-OTT",FALSE,"2015","Rush","Outlaws",4,1463.71976276346,1683.86943294072,1447.55434305015,1700.10215700436,0.332976181644251,0.665637479740636,0.00138633861511239,"Rush",TRUE
"FlameThrowers","Spiders",32,18,2015-07-18,"2015-07-18-SJ-SF",FALSE,"2015","FlameThrowers","Spiders",14,1483.10623156335,1654.38759648545,1532.1655809314,1605.4501003659,0.398086071761657,0.600418898882675,0.00149502935566748,"Spiders",FALSE
"Aviators","Growlers",21,16,2015-07-18,"2015-07-18-SD-LA",FALSE,"2015","Aviators","Growlers",5,1342.47499076782,1418.14789662725,1367.48663259925,1393.21954556616,0.534176702474195,0.464272068639832,0.00155122888597325,"Aviators",TRUE
"Phoenix","Empire",17,20,2015-07-18,"2015-07-18-NY-PHI",FALSE,"2015","Empire","Phoenix",3,1148.146020875,1581.154097648,1142.74699154403,1586.58255601287,0.127854175532955,0.871448916813033,0.000696907654012313,"Empire",TRUE
"Thunderbirds","AlleyCats",29,25,2015-07-18,"2015-07-18-IND-PIT",FALSE,"2015","Thunderbirds","AlleyCats",4,1565.27168292015,1403.89151154704,1573.96561679555,1395.24182280923,0.817799209832317,0.181273534549508,0.000927255618175471,"Thunderbirds",TRUE
"Nightwatch","Express",22,19,2015-07-18,"2015-07-18-CHA-NSH",FALSE,"2015","Nightwatch","Express",3,1243.4972730622,1223.71310758575,1257.34709268838,1209.92067203294,0.665169038371979,0.333443653707222,0.00138730792079861,"Nightwatch",TRUE
"Riptide","Cascades",26,24,2015-07-19,"2015-07-19-SEA-VAN",FALSE,"2015","Riptide","Cascades",2,1318.86213877695,1471.37492415451,1337.88376550049,1452.40363859521,0.424236577166019,0.574239651946827,0.00152377088715383,"Cascades",FALSE
"Rush","Outlaws",25,19,2015-07-19,"2015-07-19-OTT-TOR",FALSE,"2015","Rush","Outlaws",6,1700.10215700436,1447.55434305015,1706.79401039707,1440.89926812264,0.883531969488381,0.115827921537857,0.000640108973761988,"Rush",TRUE
"Growlers","Aviators",21,15,2015-07-19,"2015-07-19-LA-SD",FALSE,"2015","Growlers","Aviators",6,1393.21954556616,1367.48663259925,1412.21483259753,1348.57094237894,0.672752145979067,0.325876572525474,0.0013712814954589,"Growlers",TRUE
"Union","Mechanix",28,12,2015-07-19,"2015-07-19-DET-CHI",FALSE,"2015","Union","Mechanix",16,1511.38264760875,1030.44525129314,1514.21393103188,1027.630968994,0.96580976398196,0.0339849325019836,0.00020530351605634,"Union",TRUE
"Nightwatch","Express",17,18,2015-07-19,"2015-07-19-CHA-NSH",FALSE,"2015","Express","Nightwatch",1,1257.34709268838,1209.92067203294,1242.89553675314,1224.39926089379,0.699630089321487,0.299061190133449,0.00130872054506365,"Nightwatch",FALSE
"Royal","Empire",20,33,2015-07-24,"2015-07-24-NY-MTL",TRUE,"2015","Empire","Royal",13,1406.97313145273,1586.58255601287,1370.10496148584,1623.59182510401,0.386656987310606,0.611863227759903,0.00147978492949119,"Empire",TRUE
"FlameThrowers","Cascades",19,21,2015-07-25,"2015-07-25-SEA-SF",TRUE,"2015","Cascades","FlameThrowers",2,1532.1655809314,1452.40363859521,1503.24400427125,1481.37253044921,0.737240544477752,0.261553342878759,0.00120611264348902,"FlameThrowers",FALSE
"Radicals","Thunderbirds",24,21,2015-07-25,"2015-07-25-PIT-MAD",TRUE,"2015","Radicals","Thunderbirds",3,1695.20174702756,1573.96561679555,1706.03163656747,1563.18836223484,0.780814609695064,0.218120114577149,0.00106527572778661,"Radicals",TRUE
"Rush","Empire",25,19,2015-07-25,"2015-07-25-NY-TOR",TRUE,"2015","Rush","Empire",6,1706.79401039707,1623.59182510401,1724.78375171705,1605.68508559278,0.741058779130002,0.257746507210174,0.00119471365982426,"Rush",TRUE
"Flyers","Cannons",28,27,2015-07-25,"2015-07-25-JAX-RAL",TRUE,"2015","Flyers","Cannons",1,1525.27677184917,1513.363967069,1533.8420134883,1504.83367369773,0.655003022628206,0.34358930584538,0.00140767152641441,"Flyers",TRUE
"Thunderbirds","Union",24,23,2015-07-25,"2015-07-25-CHI-PIT",TRUE,"2015","Thunderbirds","Union",1,1563.18836223484,1514.21393103188,1570.5868377363,1506.8477766577,0.701499392572493,0.297196571734942,0.00130403569256499,"Thunderbirds",TRUE
"Spiders","Cascades",21,19,2015-07-26,"2015-07-26-SEA-SJ",TRUE,"2015","Spiders","Cascades",2,1605.4501003659,1481.37253044921,1613.92239375731,1472.94155997529,0.783601076075638,0.215343455887265,0.0010554680370975,"Spiders",TRUE
"Spiders","Rush",25,20,2015-08-08,"2015-08-08-TOR-SJ",TRUE,"2015","Spiders","Rush",5,1613.92239375731,1724.78375171705,1647.24864848392,1691.55799921017,0.483595715235851,0.514846960746561,0.00155732401758868,"Rush",FALSE
"Radicals","Flyers",22,19,2015-08-08,"2015-08-08-RAL-MAD",TRUE,"2015","Radicals","Flyers",3,1706.03163656747,1533.8420134883,1714.56547559655,1525.35208504164,0.826888179398504,0.172221079536415,0.000890741065080553,"Radicals",TRUE
"Spiders","Radicals",17,15,2015-08-09,"2015-08-09-MAD-SJ",TRUE,"2015","Spiders","Radicals",2,1647.24864848392,1714.56547559655,1665.17283784083,1696.70230566682,0.546123937552837,0.452330929398944,0.00154513304821885,"Spiders",TRUE
"Cascades","Riptide",25,21,2016-04-02,"2016-04-02-VAN-SEA",FALSE,"2016","Cascades","Riptide",4,1458.35324798023,1350.30701240039,1469.47182692573,1339.24155744942,0.767543618058191,0.23134571738447,0.00111066455733963,"Cascades",TRUE
"Growlers","FlameThrowers",23,25,2016-04-02,"2016-04-02-SF-SD",FALSE,"2016","FlameThrowers","Growlers",2,1409.77186607802,1482.595203417,1392.0537129288,1500.3643575298,0.538256022840673,0.460194629685934,0.0015493474733928,"Growlers",FALSE
"Hustle","Nightwatch",26,16,2016-04-02,"2016-04-02-NSH-ATL",FALSE,"2016","Hustle","Nightwatch",10,1476.96266847307,1274.31642940251,1487.56654394322,1263.76866997892,0.85056687884845,0.148642316317342,0.000790804834208014,"Hustle",TRUE
"Revolution","Mechanix",12,15,2016-04-02,"2016-04-02-DET-CIN",FALSE,"2016","Mechanix","Revolution",3,1206.09289088611,1102.1047751952,1174.63773073776,1133.60627457395,0.763349621555869,0.235525824195409,0.00112455424872149,"Revolution",FALSE
"Flyers","Express",23,18,2016-04-02,"2016-04-02-CHA-RAL",FALSE,"2016","Flyers","Express",5,1500.28166803331,1259.51940871503,1506.82592022895,1253.01083368305,0.876367010583059,0.12295898201849,0.000674007398451179,"Flyers",TRUE
"Legion","Sol",30,18,2016-04-02,"2016-04-02-AUS-DAL",FALSE,"2016","Legion","Sol",12,1400,1400,1427.62617105706,1372.483866776,0.639346426325647,0.359217054018786,0.00143651965556674,"Legion",TRUE
