date,season,playoff,homeTeam,awayTeam,homeScore,awayScore
9/3/2000,2000,FALSE,MIA,SEA,23,0
9/3/2000,2000,FALSE,CLE,JAX,7,27
9/3/2000,2000,FALSE,NYG,ARI,21,16
9/3/2000,2000,FALSE,KC,IND,14,27
9/3/2000,2000,FALSE,DAL,PHI,14,41
9/3/2000,2000,FALSE,BUF,TEN,16,13
9/3/2000,2000,FALSE,NE,TB,16,21
9/3/2000,2000,FALSE,WSH,CAR,20,17
9/3/2000,2000,FALSE,GB,NYJ,16,20
9/3/2000,2000,FALSE,NO,DET,10,14
9/3/2000,2000,FALSE,OAK,LAC,9,6
9/3/2000,2000,FALSE,MIN,CHI,30,27
9/3/2000,2000,FALSE,ATL,SF,36,28
9/3/2000,2000,FALSE,PIT,BAL,0,16
9/4/2000,2000,FALSE,LAR,DEN,41,36
9/10/2000,2000,FALSE,BUF,GB,27,18
9/10/2000,2000,FALSE,LAC,NO,27,28
9/10/2000,2000,FALSE,SEA,LAR,34,37
9/10/2000,2000,FALSE,PHI,NYG,18,33
9/10/2000,2000,FALSE,DET,WSH,15,10
9/10/2000,2000,FALSE,ARI,DAL,32,31
9/10/2000,2000,FALSE,IND,OAK,31,38
9/10/2000,2000,FALSE,SF,CAR,22,38
9/10/2000,2000,FALSE,MIN,MIA,13,7
9/10/2000,2000,FALSE,TB,CHI,41,0
9/10/2000,2000,FALSE,BAL,JAX,39,36
9/10/2000,2000,FALSE,TEN,KC,17,14
9/10/2000,2000,FALSE,DEN,ATL,42,14
9/10/2000,2000,FALSE,CIN,CLE,7,24
9/11/2000,2000,FALSE,NYJ,NE,20,19
9/17/2000,2000,FALSE,CLE,PIT,23,20
9/17/2000,2000,FALSE,CAR,ATL,10,15
9/17/2000,2000,FALSE,KC,LAC,42,10
9/17/2000,2000,FALSE,SEA,NO,20,10
9/17/2000,2000,FALSE,CHI,NYG,7,14
9/17/2000,2000,FALSE,NYJ,BUF,27,14
9/17/2000,2000,FALSE,GB,PHI,6,3
9/17/2000,2000,FALSE,MIA,BAL,19,6
9/17/2000,2000,FALSE,DET,TB,10,31
9/17/2000,2000,FALSE,NE,MIN,13,21
9/17/2000,2000,FALSE,LAR,SF,41,24
9/17/2000,2000,FALSE,OAK,DEN,24,33
9/17/2000,2000,FALSE,JAX,CIN,13,0
9/18/2000,2000,FALSE,WSH,DAL,21,27
9/24/2000,2000,FALSE,LAC,SEA,12,20
9/24/2000,2000,FALSE,NO,PHI,7,21
9/24/2000,2000,FALSE,CHI,DET,14,21
9/24/2000,2000,FALSE,DAL,SF,24,41
9/24/2000,2000,FALSE,DEN,KC,22,23
9/24/2000,2000,FALSE,NYG,WSH,6,16
9/24/2000,2000,FALSE,ARI,GB,3,29
9/24/2000,2000,FALSE,MIA,NE,10,3
9/24/2000,2000,FALSE,OAK,CLE,36,10
9/24/2000,2000,FALSE,TB,NYJ,17,21
9/24/2000,2000,FALSE,PIT,TEN,20,23
9/24/2000,2000,FALSE,BAL,CIN,37,0
9/24/2000,2000,FALSE,ATL,LAR,20,41
9/25/2000,2000,FALSE,IND,JAX,43,14
10/1/2000,2000,FALSE,JAX,PIT,13,24
10/1/2000,2000,FALSE,SF,ARI,27,20
10/1/2000,2000,FALSE,LAR,LAC,57,31
10/1/2000,2000,FALSE,DET,MIN,24,31
10/1/2000,2000,FALSE,DEN,NE,19,28
10/1/2000,2000,FALSE,TEN,NYG,28,14
10/1/2000,2000,FALSE,WSH,TB,20,17
10/1/2000,2000,FALSE,CLE,BAL,0,12
10/1/2000,2000,FALSE,CAR,DAL,13,16
10/1/2000,2000,FALSE,GB,CHI,24,27
10/1/2000,2000,FALSE,PHI,ATL,38,10
10/1/2000,2000,FALSE,BUF,IND,16,18
10/1/2000,2000,FALSE,CIN,MIA,16,31
10/2/2000,2000,FALSE,KC,SEA,24,17
10/8/2000,2000,FALSE,CIN,TEN,14,23
10/8/2000,2000,FALSE,MIA,BUF,22,13
10/8/2000,2000,FALSE,CHI,NO,10,31
10/8/2000,2000,FALSE,ATL,NYG,6,13
10/8/2000,2000,FALSE,ARI,CLE,29,21
10/8/2000,2000,FALSE,JAX,BAL,10,15
10/8/2000,2000,FALSE,NE,IND,24,16
10/8/2000,2000,FALSE,NYJ,PIT,3,20
10/8/2000,2000,FALSE,PHI,WSH,14,17
10/8/2000,2000,FALSE,SF,OAK,28,34
10/8/2000,2000,FALSE,CAR,SEA,26,3
10/8/2000,2000,FALSE,DET,GB,31,24
10/8/2000,2000,FALSE,LAC,DEN,7,21
10/9/2000,2000,FALSE,MIN,TB,30,23
10/15/2000,2000,FALSE,NO,CAR,24,6
10/15/2000,2000,FALSE,NE,NYJ,17,34
10/15/2000,2000,FALSE,NYG,DAL,19,14
10/15/2000,2000,FALSE,CHI,MIN,16,28
10/15/2000,2000,FALSE,KC,OAK,17,20
10/15/2000,2000,FALSE,PIT,CIN,15,0
10/15/2000,2000,FALSE,WSH,BAL,10,3
10/15/2000,2000,FALSE,ARI,PHI,14,33
10/15/2000,2000,FALSE,BUF,LAC,27,24
10/15/2000,2000,FALSE,LAR,ATL,45,29
10/15/2000,2000,FALSE,DEN,CLE,44,10
10/15/2000,2000,FALSE,SEA,IND,24,37
10/15/2000,2000,FALSE,GB,SF,31,28
10/16/2000,2000,FALSE,TEN,JAX,27,13
10/19/2000,2000,FALSE,TB,DET,14,28
10/22/2000,2000,FALSE,JAX,WSH,16,35
10/22/2000,2000,FALSE,OAK,SEA,31,3
10/22/2000,2000,FALSE,KC,LAR,54,34
10/22/2000,2000,FALSE,IND,NE,30,23
10/22/2000,2000,FALSE,CIN,DEN,31,21
10/22/2000,2000,FALSE,MIN,BUF,31,27
10/22/2000,2000,FALSE,ATL,NO,19,21
10/22/2000,2000,FALSE,BAL,TEN,6,14
10/22/2000,2000,FALSE,PIT,CLE,22,0
10/22/2000,2000,FALSE,CAR,SF,34,16
10/22/2000,2000,FALSE,PHI,CHI,13,9
10/22/2000,2000,FALSE,DAL,ARI,48,7
10/23/2000,2000,FALSE,NYJ,MIA,40,37
10/29/2000,2000,FALSE,BUF,NYJ,23,20
10/29/2000,2000,FALSE,LAC,OAK,13,15
10/29/2000,2000,FALSE,ATL,CAR,13,12
10/29/2000,2000,FALSE,CLE,CIN,3,12
10/29/2000,2000,FALSE,SEA,KC,19,24
10/29/2000,2000,FALSE,NYG,PHI,24,7
10/29/2000,2000,FALSE,MIA,GB,28,20
10/29/2000,2000,FALSE,ARI,NO,10,21
10/29/2000,2000,FALSE,BAL,PIT,6,9
10/29/2000,2000,FALSE,TB,MIN,41,13
10/29/2000,2000,FALSE,IND,DET,30,18
10/29/2000,2000,FALSE,SF,LAR,24,34
10/29/2000,2000,FALSE,DAL,JAX,17,23
10/30/2000,2000,FALSE,WSH,TEN,21,27
11/5/2000,2000,FALSE,PHI,DAL,16,13
11/5/2000,2000,FALSE,LAR,CAR,24,27
11/5/2000,2000,FALSE,CIN,BAL,7,27
11/5/2000,2000,FALSE,NE,BUF,13,16
11/5/2000,2000,FALSE,CLE,NYG,3,24
11/5/2000,2000,FALSE,NO,SF,31,15
11/5/2000,2000,FALSE,DET,MIA,8,23
11/5/2000,2000,FALSE,CHI,IND,27,24
11/5/2000,2000,FALSE,OAK,KC,49,31
11/5/2000,2000,FALSE,ATL,TB,14,27
11/5/2000,2000,FALSE,NYJ,DEN,23,30
11/5/2000,2000,FALSE,SEA,LAC,17,15
11/5/2000,2000,FALSE,ARI,WSH,16,15
11/5/2000,2000,FALSE,TEN,PIT,9,7
11/6/2000,2000,FALSE,GB,MIN,26,20
11/12/2000,2000,FALSE,TEN,BAL,23,24
11/12/2000,2000,FALSE,JAX,SEA,21,28
11/12/2000,2000,FALSE,LAC,MIA,7,17
11/12/2000,2000,FALSE,TB,GB,20,15
11/12/2000,2000,FALSE,IND,NYJ,23,15
11/12/2000,2000,FALSE,BUF,CHI,20,3
11/12/2000,2000,FALSE,CAR,NO,10,20
11/12/2000,2000,FALSE,CLE,NE,19,11
11/12/2000,2000,FALSE,PIT,PHI,23,26
11/12/2000,2000,FALSE,DET,ATL,13,10
11/12/2000,2000,FALSE,SF,KC,21,7
11/12/2000,2000,FALSE,NYG,LAR,24,38
11/12/2000,2000,FALSE,DAL,CIN,23,6
11/12/2000,2000,FALSE,MIN,ARI,31,14
11/13/2000,2000,FALSE,DEN,OAK,27,24
11/19/2000,2000,FALSE,NE,CIN,16,13
11/19/2000,2000,FALSE,DEN,LAC,38,37
11/19/2000,2000,FALSE,BAL,DAL,27,0
11/19/2000,2000,FALSE,GB,IND,26,24
11/19/2000,2000,FALSE,MIN,CAR,31,17
11/19/2000,2000,FALSE,PHI,ARI,34,9
11/19/2000,2000,FALSE,NYG,DET,21,31
11/19/2000,2000,FALSE,PIT,JAX,24,34
11/19/2000,2000,FALSE,CHI,TB,13,10
11/19/2000,2000,FALSE,TEN,CLE,24,10
11/19/2000,2000,FALSE,MIA,NYJ,3,20
11/19/2000,2000,FALSE,SF,ATL,16,6
11/19/2000,2000,FALSE,NO,OAK,22,31
11/19/2000,2000,FALSE,KC,BUF,17,21
11/20/2000,2000,FALSE,LAR,WSH,20,33
11/23/2000,2000,FALSE,DET,NE,34,9
11/23/2000,2000,FALSE,DAL,MIN,15,27
11/26/2000,2000,FALSE,SEA,DEN,31,38
11/26/2000,2000,FALSE,OAK,ATL,41,14
11/26/2000,2000,FALSE,JAX,TEN,16,13
11/26/2000,2000,FALSE,ARI,NYG,7,31
11/26/2000,2000,FALSE,WSH,PHI,20,23
11/26/2000,2000,FALSE,CIN,PIT,28,48
11/26/2000,2000,FALSE,LAR,NO,24,31
11/26/2000,2000,FALSE,IND,MIA,14,17
11/26/2000,2000,FALSE,LAC,KC,17,16
11/26/2000,2000,FALSE,TB,BUF,31,17
11/26/2000,2000,FALSE,NYJ,CHI,17,10
11/26/2000,2000,FALSE,BAL,CLE,44,7
11/27/2000,2000,FALSE,CAR,GB,31,14
11/30/2000,2000,FALSE,MIN,DET,24,17
12/3/2000,2000,FALSE,CIN,ARI,24,13
12/3/2000,2000,FALSE,WSH,NYG,7,9
12/3/2000,2000,FALSE,NYJ,IND,27,17
12/3/2000,2000,FALSE,CAR,LAR,16,3
12/3/2000,2000,FALSE,PIT,OAK,21,20
12/3/2000,2000,FALSE,ATL,SEA,10,30
12/3/2000,2000,FALSE,JAX,CLE,48,0
12/3/2000,2000,FALSE,NO,DEN,23,38
12/3/2000,2000,FALSE,PHI,TEN,13,15
12/3/2000,2000,FALSE,LAC,SF,17,45
12/3/2000,2000,FALSE,TB,DAL,27,7
12/3/2000,2000,FALSE,BUF,MIA,6,33
12/3/2000,2000,FALSE,CHI,GB,6,28
12/4/2000,2000,FALSE,NE,KC,30,24
12/10/2000,2000,FALSE,OAK,NYJ,31,7
12/10/2000,2000,FALSE,TEN,CIN,35,3
12/10/2000,2000,FALSE,CHI,NE,24,17
12/10/2000,2000,FALSE,DEN,SEA,31,24
12/10/2000,2000,FALSE,JAX,ARI,44,10
12/10/2000,2000,FALSE,MIA,TB,13,16
12/10/2000,2000,FALSE,SF,NO,27,31
12/10/2000,2000,FALSE,NYG,PIT,30,10
12/10/2000,2000,FALSE,BAL,LAC,24,3
12/10/2000,2000,FALSE,DAL,WSH,32,13
12/10/2000,2000,FALSE,KC,CAR,15,14
12/10/2000,2000,FALSE,GB,DET,26,13
12/10/2000,2000,FALSE,LAR,MIN,40,29
12/10/2000,2000,FALSE,CLE,PHI,24,35
12/11/2000,2000,FALSE,IND,BUF,44,20
12/16/2000,2000,FALSE,SEA,OAK,27,24
12/16/2000,2000,FALSE,PIT,WSH,24,3
12/17/2000,2000,FALSE,KC,DEN,20,7
12/17/2000,2000,FALSE,BUF,NE,10,13
12/17/2000,2000,FALSE,CIN,JAX,17,14
12/17/2000,2000,FALSE,SF,CHI,17,0
12/17/2000,2000,FALSE,NO,ATL,23,7
12/17/2000,2000,FALSE,DAL,NYG,13,17
12/17/2000,2000,FALSE,NYJ,DET,7,10
12/17/2000,2000,FALSE,MIA,IND,13,20
12/17/2000,2000,FALSE,CAR,LAC,30,22
12/17/2000,2000,FALSE,MIN,GB,28,33
12/17/2000,2000,FALSE,CLE,TEN,0,24
12/17/2000,2000,FALSE,ARI,BAL,7,13
12/18/2000,2000,FALSE,TB,LAR,38,35
12/23/2000,2000,FALSE,NYG,JAX,28,25
12/23/2000,2000,FALSE,DEN,SF,38,9
12/23/2000,2000,FALSE,SEA,BUF,23,42
12/24/2000,2000,FALSE,ATL,KC,29,13
12/24/2000,2000,FALSE,WSH,ARI,20,3
12/24/2000,2000,FALSE,DET,CHI,20,23
12/24/2000,2000,FALSE,LAC,PIT,21,34
12/24/2000,2000,FALSE,GB,TB,17,14
12/24/2000,2000,FALSE,NO,LAR,21,26
12/24/2000,2000,FALSE,NE,MIA,24,27
12/24/2000,2000,FALSE,OAK,CAR,52,9
12/24/2000,2000,FALSE,BAL,NYJ,34,20
12/24/2000,2000,FALSE,PHI,CIN,16,7
12/24/2000,2000,FALSE,IND,MIN,31,10
12/25/2000,2000,FALSE,TEN,DAL,31,0
12/30/2000,2000,TRUE,NO,LAR,31,28
12/30/2000,2000,TRUE,MIA,IND,23,17
12/31/2000,2000,TRUE,PHI,TB,21,3
12/31/2000,2000,TRUE,BAL,DEN,21,3
1/6/2001,2000,TRUE,MIN,NO,34,16
1/6/2001,2000,TRUE,OAK,MIA,27,0
1/7/2001,2000,TRUE,TEN,BAL,10,24
1/7/2001,2000,TRUE,NYG,PHI,20,10
1/14/2001,2000,TRUE,NYG,MIN,41,0
1/14/2001,2000,TRUE,OAK,BAL,3,16
1/28/2001,2000,TRUE,BAL,NYG,34,7
9/9/2001,2001,FALSE,DAL,TB,6,10
9/9/2001,2001,FALSE,GB,DET,28,6
9/9/2001,2001,FALSE,SF,ATL,16,13
9/9/2001,2001,FALSE,TEN,MIA,23,31
9/9/2001,2001,FALSE,MIN,CAR,13,24
9/9/2001,2001,FALSE,CIN,NE,23,17
9/9/2001,2001,FALSE,CLE,SEA,6,9
9/9/2001,2001,FALSE,KC,OAK,24,27
9/9/2001,2001,FALSE,JAX,PIT,21,3
9/9/2001,2001,FALSE,BUF,NO,6,24
9/9/2001,2001,FALSE,PHI,LAR,17,20
9/9/2001,2001,FALSE,LAC,WSH,30,3
