homeTeam,awayTeam,homeScore,awayScore,date,gameID,playoff,season
Legion,Sol,30,18,4/2/2016,2016-04-02-AUS-DAL,FALSE,2016
Aviators,FlameThrowers,16,19,4/3/2016,2016-04-03-SF-LA,FALSE,2016
Spiders,Cascades,26,25,4/8/2016,2016-04-08-SEA-SJ,FALSE,2016
Revolution,AlleyCats,17,22,4/8/2016,2016-04-08-IND-CIN,FALSE,2016
FlameThrowers,Cascades,27,18,4/9/2016,2016-04-09-SEA-SF,FALSE,2016
Aviators,Growlers,21,20,4/9/2016,2016-04-09-SD-LA,FALSE,2016
Mechanix,Thunderbirds,16,25,4/9/2016,2016-04-09-PIT-DET,FALSE,2016
Empire,Outlaws,24,19,4/9/2016,2016-04-09-OTT-NY,FALSE,2016
Radicals,Wind Chill,25,11,4/9/2016,2016-04-09-MIN-MAD,FALSE,2016
Flyers,Cannons,24,19,4/9/2016,2016-04-09-JAX-RAL,FALSE,2016
Sol,Legion,18,29,4/9/2016,2016-04-09-DAL-AUS,FALSE,2016
Hustle,Express,18,16,4/9/2016,2016-04-09-CHA-ATL,FALSE,2016
Breeze,Outlaws,28,17,4/10/2016,2016-04-10-OTT-DC,FALSE,2016
Union,Wind Chill,11,17,4/10/2016,2016-04-10-MIN-CHI,FALSE,2016
Mechanix,Revolution,20,19,4/15/2016,2016-04-15-CIN-DET,FALSE,2016
Spiders,FlameThrowers,27,32,4/16/2016,2016-04-16-SF-SJ,FALSE,2016
Riptide,Cascades,34,24,4/16/2016,2016-04-16-SEA-VAN,FALSE,2016
Revolution,Thunderbirds,16,25,4/16/2016,2016-04-16-PIT-CIN,FALSE,2016
Cannons,Nightwatch,31,22,4/16/2016,2016-04-16-NSH-JAX,FALSE,2016
Phoenix,Royal,17,25,4/16/2016,2016-04-16-MTL-PHI,FALSE,2016
AlleyCats,Radicals,25,32,4/16/2016,2016-04-16-MAD-IND,FALSE,2016
Growlers,Aviators,19,17,4/16/2016,2016-04-16-LA-SD,FALSE,2016
Wind Chill,Union,22,21,4/16/2016,2016-04-16-CHI-MIN,FALSE,2016
Express,Sol,21,20,4/16/2016,2016-04-16-AUS-CHA,FALSE,2016
Hustle,Nightwatch,21,22,4/17/2016,2016-04-17-NSH-ATL,FALSE,2016
Empire,Royal,21,19,4/17/2016,2016-04-17-MTL-NY,FALSE,2016
Flyers,Sol,28,27,4/17/2016,2016-04-17-AUS-RAL,FALSE,2016
Breeze,Rush,24,25,4/23/2016,2016-04-23-TOR-DC,FALSE,2016
FlameThrowers,Growlers,31,14,4/23/2016,2016-04-23-SD-SF,FALSE,2016
Nightwatch,Flyers,18,20,4/23/2016,2016-04-23-RAL-NSH,FALSE,2016
Legion,Cannons,32,17,4/23/2016,2016-04-23-JAX-DAL,FALSE,2016
Thunderbirds,Mechanix,26,16,4/23/2016,2016-04-23-DET-PIT,FALSE,2016
Union,Revolution,27,19,4/23/2016,2016-04-23-CIN-CHI,FALSE,2016
Express,Hustle,19,24,4/23/2016,2016-04-23-ATL-CHA,FALSE,2016
Phoenix,Rush,16,24,4/24/2016,2016-04-24-TOR-PHI,FALSE,2016
Sol,Cannons,28,23,4/24/2016,2016-04-24-JAX-AUS,FALSE,2016
AlleyCats,Revolution,35,14,4/24/2016,2016-04-24-CIN-IND,FALSE,2016
Growlers,Cascades,17,25,4/30/2016,2016-04-30-SEA-SD,FALSE,2016
Empire,Phoenix,28,16,4/30/2016,2016-04-30-PHI-NY,FALSE,2016
AlleyCats,Wind Chill,20,21,4/30/2016,2016-04-30-MIN-IND,FALSE,2016
Thunderbirds,Radicals,18,22,4/30/2016,2016-04-30-MAD-PIT,FALSE,2016
Rush,Breeze,24,23,4/30/2016,2016-04-30-DC-TOR,FALSE,2016
Flyers,Legion,18,24,4/30/2016,2016-04-30-DAL-RAL,FALSE,2016
Cannons,Hustle,23,18,4/30/2016,2016-04-30-ATL-JAX,FALSE,2016
Aviators,Cascades,17,27,5/1/2016,2016-05-01-SEA-LA,FALSE,2016
Rush,Outlaws,32,15,5/1/2016,2016-05-01-OTT-TOR,FALSE,2016
Revolution,Wind Chill,26,32,5/1/2016,2016-05-01-MIN-CIN,FALSE,2016
Royal,Breeze,18,26,5/1/2016,2016-05-01-DC-MTL,FALSE,2016
Express,Legion,18,30,5/1/2016,2016-05-01-DAL-CHA,FALSE,2016
FlameThrowers,Spiders,32,25,5/6/2016,2016-05-06-SJ-SF,FALSE,2016
Cascades,Growlers,23,19,5/6/2016,2016-05-06-SD-SEA,FALSE,2016
Outlaws,Royal,31,24,5/6/2016,2016-05-06-MTL-OTT,FALSE,2016
Royal,Rush,31,27,5/7/2016,2016-05-07-TOR-MTL,FALSE,2016
Riptide,Growlers,27,19,5/7/2016,2016-05-07-SD-VAN,FALSE,2016
Hustle,Flyers,25,23,5/7/2016,2016-05-07-RAL-ATL,FALSE,2016
Breeze,Empire,23,22,5/7/2016,2016-05-07-NY-DC,FALSE,2016
Wind Chill,AlleyCats,24,23,5/7/2016,2016-05-07-IND-MIN,FALSE,2016
Thunderbirds,Revolution,31,14,5/7/2016,2016-05-07-CIN-PIT,FALSE,2016
Mechanix,Union,13,18,5/7/2016,2016-05-07-CHI-DET,FALSE,2016
Nightwatch,Express,24,26,5/7/2016,2016-05-07-CHA-NSH,FALSE,2016
Legion,Sol,24,16,5/7/2016,2016-05-07-AUS-DAL,FALSE,2016
Radicals,Union,18,11,5/13/2016,2016-05-13-CHI-MAD,FALSE,2016
Riptide,FlameThrowers,18,22,5/14/2016,2016-05-14-SF-VAN,FALSE,2016
Spiders,Cascades,26,27,5/14/2016,2016-05-14-SEA-SJ,FALSE,2016
Cannons,Flyers,25,24,5/14/2016,2016-05-14-RAL-JAX,FALSE,2016
AlleyCats,Thunderbirds,31,23,5/14/2016,2016-05-14-PIT-IND,FALSE,2016
Rush,Empire,22,14,5/14/2016,2016-05-14-NY-TOR,FALSE,2016
Mechanix,Radicals,13,26,5/14/2016,2016-05-14-MAD-DET,FALSE,2016
Phoenix,Breeze,15,24,5/14/2016,2016-05-14-DC-PHI,FALSE,2016
Wind Chill,Union,26,23,5/14/2016,2016-05-14-CHI-MIN,FALSE,2016
Nightwatch,Sol,22,29,5/14/2016,2016-05-14-AUS-NSH,FALSE,2016
Royal,Empire,12,17,5/15/2016,2016-05-15-NY-MTL,FALSE,2016
Hustle,Sol,22,23,5/15/2016,2016-05-15-AUS-ATL,FALSE,2016
Cascades,Spiders,27,17,5/20/2016,2016-05-20-SJ-SEA,FALSE,2016
Riptide,Spiders,22,20,5/21/2016,2016-05-21-SJ-VAN,FALSE,2016
Express,Flyers,14,23,5/21/2016,2016-05-21-RAL-CHA,FALSE,2016
Union,Thunderbirds,23,24,5/21/2016,2016-05-21-PIT-CHI,FALSE,2016
Rush,Outlaws,30,24,5/21/2016,2016-05-21-OTT-TOR,FALSE,2016
Sol,Nightwatch,37,25,5/21/2016,2016-05-21-NSH-AUS,FALSE,2016
Phoenix,Royal,18,21,5/21/2016,2016-05-21-MTL-PHI,FALSE,2016
Growlers,Aviators,18,26,5/21/2016,2016-05-21-LA-SD,FALSE,2016
AlleyCats,Mechanix,29,24,5/21/2016,2016-05-21-DET-IND,FALSE,2016
Empire,Breeze,14,15,5/21/2016,2016-05-21-DC-NY,FALSE,2016
Radicals,Revolution,36,23,5/21/2016,2016-05-21-CIN-MAD,FALSE,2016
Cannons,Hustle,29,24,5/21/2016,2016-05-21-ATL-JAX,FALSE,2016
Wind Chill,Thunderbirds,24,27,5/22/2016,2016-05-22-PIT-MIN,FALSE,2016
Legion,Nightwatch,33,15,5/22/2016,2016-05-22-NSH-DAL,FALSE,2016
Breeze,Royal,28,14,5/22/2016,2016-05-22-MTL-DC,FALSE,2016
Radicals,Wind Chill,36,15,5/27/2016,2016-05-27-MIN-MAD,FALSE,2016
Revolution,AlleyCats,24,28,5/27/2016,2016-05-27-IND-CIN,FALSE,2016
FlameThrowers,Riptide,30,27,5/28/2016,2016-05-28-VAN-SF,FALSE,2016
Outlaws,Rush,20,35,5/28/2016,2016-05-28-TOR-OTT,FALSE,2016
Cascades,Aviators,27,26,5/28/2016,2016-05-28-LA-SEA,FALSE,2016
Flyers,Cannons,25,24,5/28/2016,2016-05-28-JAX-RAL,FALSE,2016
Union,AlleyCats,19,17,5/28/2016,2016-05-28-IND-CHI,FALSE,2016
Royal,Breeze,27,22,5/28/2016,2016-05-28-DC-MTL,FALSE,2016
Hustle,Legion,20,26,5/28/2016,2016-05-28-DAL-ATL,FALSE,2016
Mechanix,Revolution,23,19,5/28/2016,2016-05-28-CIN-DET,FALSE,2016
Spiders,Riptide,27,17,5/29/2016,2016-05-29-VAN-SJ,FALSE,2016
Rush,Royal,26,14,5/29/2016,2016-05-29-MTL-TOR,FALSE,2016
Express,Cannons,26,23,5/29/2016,2016-05-29-JAX-CHA,FALSE,2016
Outlaws,Breeze,27,22,5/29/2016,2016-05-29-DC-OTT,FALSE,2016
Nightwatch,Legion,23,34,5/29/2016,2016-05-29-DAL-NSH,FALSE,2016
Breeze,Rush,28,23,6/4/2016,2016-06-04-TOR-DC,FALSE,2016
Aviators,Spiders,27,24,6/4/2016,2016-06-04-SJ-LA,FALSE,2016
Riptide,FlameThrowers,29,27,6/4/2016,2016-06-04-SF-VAN,FALSE,2016
Radicals,Thunderbirds,23,16,6/4/2016,2016-06-04-PIT-MAD,FALSE,2016
Phoenix,Empire,17,32,6/4/2016,2016-06-04-NY-PHI,FALSE,2016
Outlaws,Royal,30,27,6/4/2016,2016-06-04-MTL-OTT,FALSE,2016
Legion,Express,28,18,6/4/2016,2016-06-04-CHA-DAL,FALSE,2016
Empire,Rush,21,27,6/5/2016,2016-06-05-TOR-NY,FALSE,2016
Growlers,Spiders,22,26,6/5/2016,2016-06-05-SJ-SD,FALSE,2016
Cascades,FlameThrowers,28,25,6/5/2016,2016-06-05-SF-SEA,FALSE,2016
Union,Mechanix,15,17,6/5/2016,2016-06-05-DET-CHI,FALSE,2016
Sol,Express,31,14,6/5/2016,2016-06-05-CHA-AUS,FALSE,2016
Wind Chill,Mechanix,31,28,6/10/2016,2016-06-10-DET-MIN,FALSE,2016
Riptide,Cascades,27,24,6/11/2016,2016-06-11-SEA-VAN,FALSE,2016
Express,Flyers,21,29,6/11/2016,2016-06-11-RAL-CHA,FALSE,2016
Rush,Phoenix,28,6,6/11/2016,2016-06-11-PHI-TOR,FALSE,2016
Royal,Outlaws,21,20,6/11/2016,2016-06-11-OTT-MTL,FALSE,2016
Breeze,Empire,27,26,6/11/2016,2016-06-11-NY-DC,FALSE,2016
Spiders,Aviators,27,25,6/11/2016,2016-06-11-LA-SJ,FALSE,2016
Radicals,Mechanix,37,19,6/11/2016,2016-06-11-DET-MAD,FALSE,2016
Cannons,Legion,21,27,6/11/2016,2016-06-11-DAL-JAX,FALSE,2016
Thunderbirds,Union,26,22,6/11/2016,2016-06-11-CHI-PIT,FALSE,2016
Nightwatch,Hustle,24,34,6/11/2016,2016-06-11-ATL-NSH,FALSE,2016
Outlaws,Phoenix,25,13,6/12/2016,2016-06-12-PHI-OTT,FALSE,2016
FlameThrowers,Aviators,22,27,6/12/2016,2016-06-12-LA-SF,FALSE,2016
Wind Chill,Radicals,16,25,6/17/2016,2016-06-17-MAD-MIN,FALSE,2016
Aviators,Riptide,31,24,6/18/2016,2016-06-18-VAN-LA,FALSE,2016
Spiders,FlameThrowers,24,25,6/18/2016,2016-06-18-SF-SJ,FALSE,2016
Phoenix,Breeze,18,34,6/18/2016,2016-06-18-DC-PHI,FALSE,2016
Revolution,Union,27,28,6/18/2016,2016-06-18-CHI-CIN,FALSE,2016
Cannons,Express,21,19,6/18/2016,2016-06-18-CHA-JAX,FALSE,2016
Sol,Hustle,29,31,6/18/2016,2016-06-18-ATL-AUS,FALSE,2016
Growlers,Riptide,23,25,6/19/2016,2016-06-19-VAN-SD,FALSE,2016
Empire,Phoenix,28,13,6/19/2016,2016-06-19-PHI-NY,FALSE,2016
AlleyCats,Union,29,17,6/19/2016,2016-06-19-CHI-IND,FALSE,2016
Legion,Hustle,31,21,6/19/2016,2016-06-19-ATL-DAL,FALSE,2016
Spiders,Growlers,24,21,6/25/2016,2016-06-25-SD-SJ,FALSE,2016
Breeze,Phoenix,27,16,6/25/2016,2016-06-25-PHI-DC,FALSE,2016
Empire,Outlaws,23,21,6/25/2016,2016-06-25-OTT-NY,FALSE,2016
Express,Nightwatch,28,19,6/25/2016,2016-06-25-NSH-CHA,FALSE,2016
Union,Radicals,10,21,6/25/2016,2016-06-25-MAD-CHI,FALSE,2016
Riptide,Aviators,20,21,6/25/2016,2016-06-25-LA-VAN,FALSE,2016
Mechanix,AlleyCats,22,29,6/25/2016,2016-06-25-IND-DET,FALSE,2016
Cannons,Sol,24,26,6/25/2016,2016-06-25-AUS-JAX,FALSE,2016
FlameThrowers,Growlers,29,25,6/26/2016,2016-06-26-SD-SF,FALSE,2016
Phoenix,Outlaws,22,30,6/26/2016,2016-06-26-OTT-PHI,FALSE,2016
Flyers,Nightwatch,28,19,6/26/2016,2016-06-26-NSH-RAL,FALSE,2016
Revolution,Radicals,22,25,6/26/2016,2016-06-26-MAD-CIN,FALSE,2016
Cascades,Aviators,16,22,6/26/2016,2016-06-26-LA-SEA,FALSE,2016
Thunderbirds,AlleyCats,25,29,6/26/2016,2016-06-26-IND-PIT,FALSE,2016
Thunderbirds,Mechanix,31,13,7/1/2016,2016-07-01-DET-PIT,FALSE,2016
Flyers,Hustle,28,22,7/1/2016,2016-07-01-ATL-RAL,FALSE,2016
Aviators,Riptide,28,26,7/2/2016,2016-07-02-VAN-LA,FALSE,2016
Royal,Rush,18,29,7/2/2016,2016-07-02-TOR-MTL,FALSE,2016
Growlers,Spiders,32,21,7/2/2016,2016-07-02-SJ-SD,FALSE,2016
AlleyCats,Thunderbirds,26,31,7/2/2016,2016-07-02-PIT-IND,FALSE,2016
Outlaws,Empire,24,19,7/2/2016,2016-07-02-NY-OTT,FALSE,2016
Sol,Legion,22,26,7/2/2016,2016-07-02-DAL-AUS,FALSE,2016
Wind Chill,Revolution,28,21,7/2/2016,2016-07-02-CIN-MIN,FALSE,2016
Nightwatch,Express,19,15,7/2/2016,2016-07-02-CHA-NSH,FALSE,2016
Rush,Empire,22,20,7/3/2016,2016-07-03-NY-TOR,FALSE,2016
Union,Radicals,16,19,7/8/2016,2016-07-08-MAD-CHI,FALSE,2016
Cascades,Riptide,31,27,7/9/2016,2016-07-09-VAN-SEA,FALSE,2016
FlameThrowers,Spiders,27,20,7/9/2016,2016-07-09-SJ-SF,FALSE,2016
Aviators,Growlers,30,24,7/9/2016,2016-07-09-SD-LA,FALSE,2016
Legion,Flyers,27,22,7/9/2016,2016-07-09-RAL-DAL,FALSE,2016
Outlaws,Phoenix,37,16,7/9/2016,2016-07-09-PHI-OTT,FALSE,2016
Thunderbirds,Wind Chill,29,21,7/9/2016,2016-07-09-MIN-PIT,FALSE,2016
Nightwatch,Cannons,30,26,7/9/2016,2016-07-09-JAX-NSH,FALSE,2016
Sol,Flyers,33,12,7/10/2016,2016-07-10-RAL-AUS,FALSE,2016
Royal,Phoenix,27,19,7/10/2016,2016-07-10-PHI-MTL,FALSE,2016
Mechanix,Wind Chill,19,20,7/10/2016,2016-07-10-MIN-DET,FALSE,2016
Hustle,Cannons,27,26,7/10/2016,2016-07-10-JAX-ATL,FALSE,2016
Radicals,AlleyCats,23,17,7/10/2016,2016-07-10-IND-MAD,FALSE,2016
Aviators,Cascades,23,31,7/16/2016,2016-07-16-SEA-LA,TRUE,2016
Breeze,Empire,24,20,7/16/2016,2016-07-16-NY-DC,TRUE,2016
Thunderbirds,Wind Chill,20,18,7/16/2016,2016-07-16-MIN-PIT,TRUE,2016
FlameThrowers,Cascades,17,23,7/17/2016,2016-07-17-SEA-SF,TRUE,2016
Flyers,Hustle,23,25,7/17/2016,2016-07-17-ATL-RAL,TRUE,2016
Radicals,Thunderbirds,20,16,7/23/2016,2016-07-23-PIT-MAD,TRUE,2016
Rush,Breeze,23,21,7/23/2016,2016-07-23-DC-TOR,TRUE,2016
Legion,Hustle,28,21,7/23/2016,2016-07-23-ATL-DAL,TRUE,2016
Legion,Rush,27,20,8/6/2016,2016-08-06-TOR-DAL,TRUE,2016
Radicals,Cascades,25,26,8/6/2016,2016-08-06-SEA-MAD,TRUE,2016
Legion,Cascades,33,27,8/7/2016,2016-08-07-SEA-DAL,TRUE,2016
Cascades,Riptide,29,18,4/1/2017,2017-04-01-VAN-SEA,FALSE,2017
FlameThrowers,Spiders,34,29,4/1/2017,2017-04-01-SJ-SF,FALSE,2017
Cannons,Nightwatch,40,23,4/1/2017,2017-04-01-NSH-JAX,FALSE,2017
Growlers,Aviators,26,31,4/1/2017,2017-04-01-LA-SD,FALSE,2017
Legion,Sol,21,17,4/1/2017,2017-04-01-AUS-DAL,FALSE,2017
Flyers,Hustle,27,19,4/1/2017,2017-04-01-ATL-RAL,FALSE,2017
AlleyCats,Radicals,19,24,4/2/2017,2017-04-02-MAD-IND,FALSE,2017
Empire,Rush,17,22,4/8/2017,2017-04-08-TOR-NY,FALSE,2017
Spiders,FlameThrowers,24,22,4/8/2017,2017-04-08-SF-SJ,FALSE,2017
Sol,Flyers,19,26,4/8/2017,2017-04-08-RAL-AUS,FALSE,2017
AlleyCats,Mechanix,25,15,4/8/2017,2017-04-08-DET-IND,FALSE,2017
Aviators,Riptide,21,18,4/9/2017,2017-04-09-VAN-LA,FALSE,2017
Breeze,Rush,32,21,4/9/2017,2017-04-09-TOR-DC,FALSE,2017
Legion,Flyers,33,18,4/9/2017,2017-04-09-RAL-DAL,FALSE,2017
Cannons,Flyers,18,25,4/15/2017,2017-04-15-RAL-JAX,FALSE,2017
Nightwatch,Hustle,27,37,4/15/2017,2017-04-15-ATL-NSH,FALSE,2017
Spiders,Growlers,30,25,4/21/2017,2017-04-21-SD-SJ,FALSE,2017
Riptide,Cascades,24,27,4/22/2017,2017-04-22-SEA-VAN,FALSE,2017
FlameThrowers,Growlers,28,19,4/22/2017,2017-04-22-SD-SF,FALSE,2017
Phoenix,Royal,23,24,4/22/2017,2017-04-22-MTL-PHI,FALSE,2017
Hustle,Cannons,25,27,4/22/2017,2017-04-22-JAX-ATL,FALSE,2017
Wind Chill,AlleyCats,26,16,4/22/2017,2017-04-22-IND-MIN,FALSE,2017
Flyers,Breeze,23,21,4/22/2017,2017-04-22-DC-RAL,FALSE,2017
Sol,Legion,24,30,4/22/2017,2017-04-22-DAL-AUS,FALSE,2017
Thunderbirds,Union,30,22,4/22/2017,2017-04-22-CHI-PIT,FALSE,2017
Empire,Royal,21,8,4/23/2017,2017-04-23-MTL-NY,FALSE,2017
Nightwatch,Cannons,11,14,4/23/2017,2017-04-23-JAX-NSH,FALSE,2017
Cascades,Spiders,26,27,4/28/2017,2017-04-28-SJ-SEA,FALSE,2017
Riptide,Spiders,22,28,4/29/2017,2017-04-29-SJ-VAN,FALSE,2017
Aviators,FlameThrowers,22,26,4/29/2017,2017-04-29-SF-LA,FALSE,2017
Empire,Phoenix,18,13,4/29/2017,2017-04-29-PHI-NY,FALSE,2017
Breeze,Outlaws,29,24,4/29/2017,2017-04-29-OTT-DC,FALSE,2017
Rush,Royal,19,22,4/29/2017,2017-04-29-MTL-TOR,FALSE,2017
Wind Chill,Radicals,22,20,4/29/2017,2017-04-29-MAD-MIN,FALSE,2017
Thunderbirds,AlleyCats,26,25,4/29/2017,2017-04-29-IND-PIT,FALSE,2017
Nightwatch,Legion,8,27,4/29/2017,2017-04-29-DAL-NSH,FALSE,2017
Mechanix,Union,23,14,4/29/2017,2017-04-29-CHI-DET,FALSE,2017
Flyers,Sol,28,23,4/29/2017,2017-04-29-AUS-RAL,FALSE,2017
Growlers,FlameThrowers,20,21,4/30/2017,2017-04-30-SF-SD,FALSE,2017
Phoenix,Outlaws,26,29,4/30/2017,2017-04-30-OTT-PHI,FALSE,2017
Hustle,Legion,24,29,4/30/2017,2017-04-30-DAL-ATL,FALSE,2017
Cannons,Sol,30,22,4/30/2017,2017-04-30-AUS-JAX,FALSE,2017
Growlers,Riptide,22,14,5/6/2017,2017-05-06-VAN-SD,FALSE,2017
Outlaws,Rush,21,24,5/6/2017,2017-05-06-TOR-OTT,FALSE,2017
Cascades,Thunderbirds,26,24,5/6/2017,2017-05-06-PIT-SEA,FALSE,2017
Breeze,Empire,22,21,5/6/2017,2017-05-06-NY-DC,FALSE,2017
Legion,Nightwatch,32,23,5/6/2017,2017-05-06-NSH-DAL,FALSE,2017
Wind Chill,AlleyCats,28,25,5/6/2017,2017-05-06-IND-MIN,FALSE,2017
Radicals,Union,18,16,5/6/2017,2017-05-06-CHI-MAD,FALSE,2017
Aviators,Riptide,23,18,5/7/2017,2017-05-07-VAN-LA,FALSE,2017
Royal,Rush,17,24,5/7/2017,2017-05-07-TOR-MTL,FALSE,2017
Sol,Nightwatch,31,11,5/7/2017,2017-05-07-NSH-AUS,FALSE,2017
Cannons,Legion,24,22,5/12/2017,2017-05-12-DAL-JAX,FALSE,2017
FlameThrowers,Cascades,27,28,5/13/2017,2017-05-13-SEA-SF,FALSE,2017
Riptide,Growlers,27,26,5/13/2017,2017-05-13-SD-VAN,FALSE,2017
Outlaws,Phoenix,25,21,5/13/2017,2017-05-13-PHI-OTT,FALSE,2017
Hustle,Nightwatch,31,19,5/13/2017,2017-05-13-NSH-ATL,FALSE,2017
Union,Wind Chill,17,20,5/13/2017,2017-05-13-MIN-CHI,FALSE,2017
AlleyCats,Radicals,20,23,5/13/2017,2017-05-13-MAD-IND,FALSE,2017
Spiders,Aviators,28,22,5/13/2017,2017-05-13-LA-SJ,FALSE,2017
Rush,Breeze,26,20,5/13/2017,2017-05-13-DC-TOR,FALSE,2017
Flyers,Legion,32,25,5/13/2017,2017-05-13-DAL-RAL,FALSE,2017
Royal,Phoenix,25,26,5/14/2017,2017-05-14-PHI-MTL,FALSE,2017
Mechanix,Wind Chill,19,22,5/14/2017,2017-05-14-MIN-DET,FALSE,2017
Spiders,Riptide,19,18,5/20/2017,2017-05-20-VAN-SJ,FALSE,2017
Cannons,Flyers,20,21,5/20/2017,2017-05-20-RAL-JAX,FALSE,2017
Radicals,Thunderbirds,31,25,5/20/2017,2017-05-20-PIT-MAD,FALSE,2017
Breeze,Royal,23,20,5/20/2017,2017-05-20-MTL-DC,FALSE,2017
Wind Chill,Mechanix,26,17,5/20/2017,2017-05-20-DET-MIN,FALSE,2017
Sol,Hustle,27,28,5/20/2017,2017-05-20-ATL-AUS,FALSE,2017
FlameThrowers,Riptide,33,20,5/21/2017,2017-05-21-VAN-SF,FALSE,2017
Empire,Royal,16,19,5/21/2017,2017-05-21-MTL-NY,FALSE,2017
Union,Mechanix,22,12,5/21/2017,2017-05-21-DET-CHI,FALSE,2017
Legion,Hustle,26,18,5/21/2017,2017-05-21-ATL-DAL,FALSE,2017
Aviators,Growlers,23,24,5/27/2017,2017-05-27-SD-LA,FALSE,2017
Mechanix,Thunderbirds,21,23,5/27/2017,2017-05-27-PIT-DET,FALSE,2017
Rush,Phoenix,31,18,5/27/2017,2017-05-27-PHI-TOR,FALSE,2017
Hustle,Cannons,20,23,5/27/2017,2017-05-27-JAX-ATL,FALSE,2017
Empire,Breeze,25,28,5/27/2017,2017-05-27-DC-NY,FALSE,2017
Radicals,Union,21,20,5/27/2017,2017-05-27-CHI-MAD,FALSE,2017
Royal,Phoenix,23,21,5/28/2017,2017-05-28-PHI-MTL,FALSE,2017
Wind Chill,Union,23,20,5/28/2017,2017-05-28-CHI-MIN,FALSE,2017
Outlaws,Royal,22,31,6/2/2017,2017-06-02-MTL-OTT,FALSE,2017
Riptide,Growlers,23,25,6/3/2017,2017-06-03-SD-VAN,FALSE,2017
Union,Thunderbirds,22,21,6/3/2017,2017-06-03-PIT-CHI,FALSE,2017
Rush,Outlaws,33,23,6/3/2017,2017-06-03-OTT-TOR,FALSE,2017
Spiders,Aviators,23,28,6/3/2017,2017-06-03-LA-SJ,FALSE,2017
Flyers,Cannons,27,26,6/3/2017,2017-06-03-JAX-RAL,FALSE,2017
Mechanix,AlleyCats,23,32,6/3/2017,2017-06-03-IND-DET,FALSE,2017
Phoenix,Breeze,22,21,6/3/2017,2017-06-03-DC-PHI,FALSE,2017
Radicals,Legion,17,23,6/3/2017,2017-06-03-DAL-MAD,FALSE,2017
Nightwatch,Sol,24,28,6/3/2017,2017-06-03-AUS-NSH,FALSE,2017
Cascades,Growlers,19,22,6/4/2017,2017-06-04-SD-SEA,FALSE,2017
AlleyCats,Thunderbirds,26,28,6/4/2017,2017-06-04-PIT-IND,FALSE,2017
Breeze,Empire,18,17,6/4/2017,2017-06-04-NY-DC,FALSE,2017
FlameThrowers,Aviators,30,24,6/4/2017,2017-06-04-LA-SF,FALSE,2017
Hustle,Sol,27,24,6/4/2017,2017-06-04-AUS-ATL,FALSE,2017
Growlers,Cascades,21,20,6/9/2017,2017-06-09-SEA-SD,FALSE,2017
Phoenix,Rush,28,35,6/10/2017,2017-06-10-TOR-PHI,FALSE,2017
FlameThrowers,Spiders,27,19,6/10/2017,2017-06-10-SJ-SF,FALSE,2017
Aviators,Cascades,25,20,6/10/2017,2017-06-10-SEA-LA,FALSE,2017
Royal,Outlaws,16,13,6/10/2017,2017-06-10-OTT-MTL,FALSE,2017
Flyers,Nightwatch,32,20,6/10/2017,2017-06-10-NSH-RAL,FALSE,2017
Wind Chill,Radicals,22,23,6/10/2017,2017-06-10-MAD-MIN,FALSE,2017
Cannons,Hustle,27,23,6/10/2017,2017-06-10-ATL-JAX,FALSE,2017
Breeze,Rush,25,17,6/11/2017,2017-06-11-TOR-DC,FALSE,2017
Growlers,Spiders,24,28,6/17/2017,2017-06-17-SJ-SD,FALSE,2017
Rush,FlameThrowers,33,27,6/17/2017,2017-06-17-SF-TOR,FALSE,2017
Riptide,Cascades,19,24,6/17/2017,2017-06-17-SEA-VAN,FALSE,2017
Hustle,Flyers,21,24,6/17/2017,2017-06-17-RAL-ATL,FALSE,2017
Union,Wind Chill,12,23,6/17/2017,2017-06-17-MIN-CHI,FALSE,2017
Thunderbirds,Radicals,21,22,6/17/2017,2017-06-17-MAD-PIT,FALSE,2017
AlleyCats,Mechanix,23,21,6/17/2017,2017-06-17-DET-IND,FALSE,2017
Royal,Breeze,27,23,6/17/2017,2017-06-17-DC-MTL,FALSE,2017
Legion,Sol,27,25,6/17/2017,2017-06-17-AUS-DAL,FALSE,2017
Empire,Phoenix,27,14,6/18/2017,2017-06-18-PHI-NY,FALSE,2017
Mechanix,Radicals,11,21,6/18/2017,2017-06-18-MAD-DET,FALSE,2017
Outlaws,Breeze,13,28,6/18/2017,2017-06-18-DC-OTT,FALSE,2017
Spiders,FlameThrowers,29,26,6/24/2017,2017-06-24-SF-SJ,FALSE,2017
Breeze,Phoenix,25,17,6/24/2017,2017-06-24-PHI-DC,FALSE,2017
Empire,Outlaws,23,22,6/24/2017,2017-06-24-OTT-NY,FALSE,2017
Riptide,Aviators,20,21,6/24/2017,2017-06-24-LA-VAN,FALSE,2017
Flyers,Cannons,27,13,6/24/2017,2017-06-24-JAX-RAL,FALSE,2017
Radicals,Mechanix,21,9,6/24/2017,2017-06-24-DET-MAD,FALSE,2017
Legion,Hustle,21,19,6/24/2017,2017-06-24-ATL-DAL,FALSE,2017
Phoenix,Outlaws,22,14,6/25/2017,2017-06-25-OTT-PHI,FALSE,2017
Cascades,Aviators,26,29,6/25/2017,2017-06-25-LA-SEA,FALSE,2017
Thunderbirds,AlleyCats,18,16,6/25/2017,2017-06-25-IND-PIT,FALSE,2017
Union,Mechanix,23,16,6/25/2017,2017-06-25-DET-CHI,FALSE,2017
